"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Ocean pout","GB","F",1992,102.601679865477,14,25
"Ocean pout","GB","F",1993,96.9327268307277,8,25
"Ocean pout","GB","F",1995,95.603445525976,3,25
"Ocean pout","GB","F",1996,98.6387066127544,13,25
"Ocean pout","GB","F",1997,96.0164247542655,17,25
"Ocean pout","GB","F",1998,97.1736669009997,19,25
"Ocean pout","GB","F",1999,100.017278357037,3,25
"Ocean pout","GB","F",2000,94.6009932408689,10,25
"Ocean pout","GB","F",2001,96.9100635799261,4,25
"Ocean pout","GB","F",2002,102.192684806906,5,25
"Ocean pout","GB","F",2003,100.809057947739,4,25
"Ocean pout","GB","F",2004,98.5810025851891,6,25
"Ocean pout","GB","F",2005,95.2799659178105,6,25
"Ocean pout","GB","F",2006,95.9918388569965,6,25
"Ocean pout","GB","F",2007,99.4451526492613,15,25
"Ocean pout","GB","F",2008,97.2161663304605,13,25
"Ocean pout","GB","F",2009,94.5795284037915,22,25
"Ocean pout","GB","F",2010,98.3306208765562,6,25
"Ocean pout","GB","F",2011,97.8493279359374,20,25
"Ocean pout","GB","F",2012,96.3312553881694,8,25
"Ocean pout","GB","F",2013,99.938482759162,13,25
"Ocean pout","GB","F",2014,97.1224600132079,13,25
"Ocean pout","GB","F",2015,101.095477357998,13,25
"Ocean pout","GB","F",2016,97.3466845484446,12,25
"Ocean pout","GB","F",2018,103.839836003018,8,25
"Ocean pout","GB","M",1992,96.367877408798,9,24
"Ocean pout","GB","M",1993,96.9369978577725,16,24
"Ocean pout","GB","M",1995,103.096288033667,7,24
"Ocean pout","GB","M",1996,98.3364151528872,18,24
"Ocean pout","GB","M",1997,100.099021544689,16,24
"Ocean pout","GB","M",1998,96.8241806928615,26,24
"Ocean pout","GB","M",1999,96.6450987867204,5,24
"Ocean pout","GB","M",2000,98.0881679108816,24,24
"Ocean pout","GB","M",2001,94.1937089242603,8,24
"Ocean pout","GB","M",2002,94.8257272149347,11,24
"Ocean pout","GB","M",2003,101.884994992214,6,24
"Ocean pout","GB","M",2005,100.455818657692,11,24
"Ocean pout","GB","M",2006,101.190468342798,7,24
"Ocean pout","GB","M",2007,100.765838488314,14,24
"Ocean pout","GB","M",2008,98.1033742771024,19,24
"Ocean pout","GB","M",2009,98.6959006637177,25,24
"Ocean pout","GB","M",2010,97.0989058528907,6,24
"Ocean pout","GB","M",2011,96.7525731901677,23,24
"Ocean pout","GB","M",2012,97.1941675782268,9,24
"Ocean pout","GB","M",2013,99.6528749406927,15,24
"Ocean pout","GB","M",2014,100.081459169594,16,24
"Ocean pout","GB","M",2015,102.057465677986,19,24
"Ocean pout","GB","M",2016,100.269303848511,13,24
"Ocean pout","GB","M",2018,104.518100841035,12,24
"Ocean pout","GOM","F",1992,100.139509357661,14,25
"Ocean pout","GOM","F",1993,101.153840901811,23,25
"Ocean pout","GOM","F",1994,95.812307308263,19,25
"Ocean pout","GOM","F",1995,96.2041307827623,20,25
"Ocean pout","GOM","F",1996,102.21041518095,7,25
"Ocean pout","GOM","F",1997,97.3721768307893,5,25
"Ocean pout","GOM","F",1998,99.7991120509108,12,25
"Ocean pout","GOM","F",1999,99.8513443893005,3,25
"Ocean pout","GOM","F",2000,101.888964586659,9,25
"Ocean pout","GOM","F",2001,100.099185542882,10,25
"Ocean pout","GOM","F",2003,101.498848027478,6,25
"Ocean pout","GOM","F",2004,101.273746610196,6,25
"Ocean pout","GOM","F",2005,98.8078001213014,4,25
"Ocean pout","GOM","F",2006,101.404555283388,7,25
"Ocean pout","GOM","F",2007,98.9256227465009,4,25
"Ocean pout","GOM","F",2008,104.873189963581,7,25
"Ocean pout","GOM","F",2009,98.6865739963502,8,25
"Ocean pout","GOM","F",2010,103.946760483923,4,25
"Ocean pout","GOM","F",2011,100.881352159725,11,25
"Ocean pout","GOM","F",2012,101.473476369393,19,25
"Ocean pout","GOM","F",2013,101.549821951864,11,25
"Ocean pout","GOM","F",2014,98.7273695080099,13,25
"Ocean pout","GOM","F",2015,101.739053641878,19,25
"Ocean pout","GOM","F",2016,98.1311990018186,23,25
"Ocean pout","GOM","F",2018,99.7589281046155,15,25
"Ocean pout","GOM","M",1992,103.302112816885,22,21
"Ocean pout","GOM","M",1993,100.214419748282,30,21
"Ocean pout","GOM","M",1994,100.493420261479,15,21
"Ocean pout","GOM","M",1995,98.5411220883094,24,21
"Ocean pout","GOM","M",1996,101.991138386527,6,21
"Ocean pout","GOM","M",1997,101.732281739637,7,21
"Ocean pout","GOM","M",1998,99.2823502735835,17,21
"Ocean pout","GOM","M",1999,100.193320401167,12,21
"Ocean pout","GOM","M",2000,98.6183780620819,5,21
"Ocean pout","GOM","M",2001,97.4485257483519,6,21
"Ocean pout","GOM","M",2005,93.8162678657287,3,21
"Ocean pout","GOM","M",2008,107.489835255611,5,21
"Ocean pout","GOM","M",2009,100.007242663286,3,21
"Ocean pout","GOM","M",2010,99.0029759243567,6,21
"Ocean pout","GOM","M",2011,101.259167498753,14,21
"Ocean pout","GOM","M",2012,97.6249818482291,17,21
"Ocean pout","GOM","M",2013,98.1555746435804,11,21
"Ocean pout","GOM","M",2014,99.2701870372213,9,21
"Ocean pout","GOM","M",2015,98.0340891124773,22,21
"Ocean pout","GOM","M",2016,106.059227670948,5,21
"Ocean pout","GOM","M",2018,99.883306998845,11,21
