"Time","stock_id","Value","Var","Units","Pattern_check"
1982,"white_hake_both",10.184,"cumulative intensity","degrees C","White hake both"
1983,"white_hake_both",137.8982,"cumulative intensity","degrees C","White hake both"
1984,"white_hake_both",65.5854,"cumulative intensity","degrees C","White hake both"
1989,"white_hake_both",8.8647,"cumulative intensity","degrees C","White hake both"
1990,"white_hake_both",56.2164,"cumulative intensity","degrees C","White hake both"
1991,"white_hake_both",22.7673,"cumulative intensity","degrees C","White hake both"
1994,"white_hake_both",52.5,"cumulative intensity","degrees C","White hake both"
1999,"white_hake_both",110.3317,"cumulative intensity","degrees C","White hake both"
2000,"white_hake_both",41.4842,"cumulative intensity","degrees C","White hake both"
2001,"white_hake_both",9.9873,"cumulative intensity","degrees C","White hake both"
2002,"white_hake_both",72.1891,"cumulative intensity","degrees C","White hake both"
2003,"white_hake_both",12.3808,"cumulative intensity","degrees C","White hake both"
2005,"white_hake_both",17.7098,"cumulative intensity","degrees C","White hake both"
2006,"white_hake_both",107.9454,"cumulative intensity","degrees C","White hake both"
2007,"white_hake_both",25.371,"cumulative intensity","degrees C","White hake both"
2008,"white_hake_both",44.4046,"cumulative intensity","degrees C","White hake both"
2009,"white_hake_both",46.5054,"cumulative intensity","degrees C","White hake both"
2010,"white_hake_both",243.3914,"cumulative intensity","degrees C","White hake both"
2011,"white_hake_both",443.1735,"cumulative intensity","degrees C","White hake both"
2012,"white_hake_both",614.7669,"cumulative intensity","degrees C","White hake both"
2013,"white_hake_both",246.8664,"cumulative intensity","degrees C","White hake both"
2014,"white_hake_both",284.5318,"cumulative intensity","degrees C","White hake both"
2015,"white_hake_both",284.2201,"cumulative intensity","degrees C","White hake both"
2016,"white_hake_both",595.9329,"cumulative intensity","degrees C","White hake both"
2017,"white_hake_both",207.2606,"cumulative intensity","degrees C","White hake both"
2018,"white_hake_both",439.2588,"cumulative intensity","degrees C","White hake both"
2019,"white_hake_both",138.8981,"cumulative intensity","degrees C","White hake both"
2020,"white_hake_both",437.0409,"cumulative intensity","degrees C","White hake both"
1982,"white_hake_both",1.7722,"maximum intensity","degrees C","White hake both"
1983,"white_hake_both",1.544,"maximum intensity","degrees C","White hake both"
1983,"white_hake_both",1.6623,"maximum intensity","degrees C","White hake both"
1983,"white_hake_both",1.4628,"maximum intensity","degrees C","White hake both"
1983,"white_hake_both",1.7316,"maximum intensity","degrees C","White hake both"
1983,"white_hake_both",2.3546,"maximum intensity","degrees C","White hake both"
1983,"white_hake_both",1.7473,"maximum intensity","degrees C","White hake both"
1984,"white_hake_both",1.215,"maximum intensity","degrees C","White hake both"
1984,"white_hake_both",1.888,"maximum intensity","degrees C","White hake both"
1984,"white_hake_both",1.6424,"maximum intensity","degrees C","White hake both"
1984,"white_hake_both",1.3187,"maximum intensity","degrees C","White hake both"
1984,"white_hake_both",1.8291,"maximum intensity","degrees C","White hake both"
1989,"white_hake_both",1.8259,"maximum intensity","degrees C","White hake both"
1990,"white_hake_both",2.0511,"maximum intensity","degrees C","White hake both"
1990,"white_hake_both",2.2965,"maximum intensity","degrees C","White hake both"
1990,"white_hake_both",1.7513,"maximum intensity","degrees C","White hake both"
1991,"white_hake_both",2.4975,"maximum intensity","degrees C","White hake both"
1994,"white_hake_both",1.9178,"maximum intensity","degrees C","White hake both"
1994,"white_hake_both",2.5565,"maximum intensity","degrees C","White hake both"
1999,"white_hake_both",1.9876,"maximum intensity","degrees C","White hake both"
1999,"white_hake_both",1.8644,"maximum intensity","degrees C","White hake both"
1999,"white_hake_both",2.0453,"maximum intensity","degrees C","White hake both"
1999,"white_hake_both",2.2474,"maximum intensity","degrees C","White hake both"
1999,"white_hake_both",2.886,"maximum intensity","degrees C","White hake both"
2000,"white_hake_both",1.7633,"maximum intensity","degrees C","White hake both"
2000,"white_hake_both",1.8211,"maximum intensity","degrees C","White hake both"
