"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Thorny skate","GOM","F",1992,99.7011259075211,17,26
"Thorny skate","GOM","F",1993,99.3446028286528,27,26
"Thorny skate","GOM","F",1994,100.001249308842,17,26
"Thorny skate","GOM","F",1995,100.962978149149,16,26
"Thorny skate","GOM","F",1996,96.942376093883,13,26
"Thorny skate","GOM","F",1997,98.8853546415349,11,26
"Thorny skate","GOM","F",1998,99.4185691933174,13,26
"Thorny skate","GOM","F",1999,101.605460100334,9,26
"Thorny skate","GOM","F",2000,99.6075478855355,14,26
"Thorny skate","GOM","F",2001,92.1704081753571,10,26
"Thorny skate","GOM","F",2002,96.246203988344,5,26
"Thorny skate","GOM","F",2003,95.0978498329545,13,26
"Thorny skate","GOM","F",2004,102.867583173007,11,26
"Thorny skate","GOM","F",2005,99.1619976084946,4,26
"Thorny skate","GOM","F",2006,97.6049303979754,8,26
"Thorny skate","GOM","F",2008,97.6839421138553,4,26
"Thorny skate","GOM","F",2009,98.2773096840277,17,26
"Thorny skate","GOM","F",2010,95.7123625710475,15,26
"Thorny skate","GOM","F",2011,100.052666314,14,26
"Thorny skate","GOM","F",2012,96.2356773588867,11,26
"Thorny skate","GOM","F",2013,102.822894195283,12,26
"Thorny skate","GOM","F",2014,98.0786376496763,23,26
"Thorny skate","GOM","F",2015,104.710289043106,21,26
"Thorny skate","GOM","F",2016,102.815508015531,18,26
"Thorny skate","GOM","F",2017,97.3215296802978,15,26
"Thorny skate","GOM","F",2018,100.656057725392,21,26
"Thorny skate","GOM","M",1992,96.0497054354332,22,26
"Thorny skate","GOM","M",1993,95.7374227144401,14,26
"Thorny skate","GOM","M",1994,93.329755605675,19,26
"Thorny skate","GOM","M",1995,97.8716046827063,13,26
"Thorny skate","GOM","M",1996,96.2702045748699,16,26
"Thorny skate","GOM","M",1997,102.579434319918,8,26
"Thorny skate","GOM","M",1998,100.454433575504,12,26
"Thorny skate","GOM","M",1999,98.1956147218659,5,26
"Thorny skate","GOM","M",2000,97.2868916794934,15,26
"Thorny skate","GOM","M",2001,100.024762316389,10,26
"Thorny skate","GOM","M",2002,99.4991854198322,5,26
"Thorny skate","GOM","M",2003,95.4528611145296,14,26
"Thorny skate","GOM","M",2004,95.7451056303333,5,26
"Thorny skate","GOM","M",2006,103.559449227465,10,26
"Thorny skate","GOM","M",2007,90.9368478548728,5,26
"Thorny skate","GOM","M",2008,103.37530594378,6,26
"Thorny skate","GOM","M",2009,103.264859534191,14,26
"Thorny skate","GOM","M",2010,96.2968175042523,10,26
"Thorny skate","GOM","M",2011,98.5229596695645,13,26
"Thorny skate","GOM","M",2012,95.6548787912034,11,26
"Thorny skate","GOM","M",2013,96.4098238424854,13,26
"Thorny skate","GOM","M",2014,102.289983236554,17,26
"Thorny skate","GOM","M",2015,103.252953802213,23,26
"Thorny skate","GOM","M",2016,97.5800162599977,16,26
"Thorny skate","GOM","M",2017,94.2117964130702,17,26
"Thorny skate","GOM","M",2018,99.3578080542031,18,26
"Thorny skate","SS","M",1992,96.8743108932662,21,25
"Thorny skate","SS","M",1993,91.1262257148419,5,25
"Thorny skate","SS","M",1994,94.7970005869744,7,25
"Thorny skate","SS","M",1995,93.6013988158269,4,25
"Thorny skate","SS","M",1996,92.2437566168352,8,25
"Thorny skate","SS","M",1997,92.6861591881139,3,25
"Thorny skate","SS","M",1998,94.4392366477883,4,25
"Thorny skate","SS","M",1999,101.646876967127,3,25
"Thorny skate","SS","M",2000,92.1241981294799,7,25
"Thorny skate","SS","M",2001,92.8708087758998,4,25
"Thorny skate","SS","M",2002,94.044691623292,5,25
"Thorny skate","SS","M",2003,97.7361704395485,11,25
"Thorny skate","SS","M",2004,101.287617331092,6,25
"Thorny skate","SS","M",2005,95.1551876385185,5,25
"Thorny skate","SS","M",2007,96.9081695198127,4,25
"Thorny skate","SS","M",2008,96.9409392097358,3,25
"Thorny skate","SS","M",2009,95.6460777196543,4,25
"Thorny skate","SS","M",2010,101.312679307876,5,25
"Thorny skate","SS","M",2011,91.8786373228147,6,25
"Thorny skate","SS","M",2013,97.3843892594646,8,25
"Thorny skate","SS","M",2014,105.953986314764,7,25
"Thorny skate","SS","M",2015,97.7157933820412,4,25
"Thorny skate","SS","M",2016,96.4205225916681,4,25
"Thorny skate","SS","M",2017,92.5521826952271,9,25
"Thorny skate","SS","M",2018,97.8260432089093,6,25
