"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Windowpane","GB","F",1992,93.6360703240261,84,26
"Windowpane","GB","F",1993,88.8025107652226,70,26
"Windowpane","GB","F",1994,96.0703435048014,61,26
"Windowpane","GB","F",1995,89.0933134347978,141,26
"Windowpane","GB","F",1996,90.109318650741,104,26
"Windowpane","GB","F",1997,89.2528430195739,133,26
"Windowpane","GB","F",1998,86.0240487184345,202,26
"Windowpane","GB","F",1999,92.2808854123925,125,26
"Windowpane","GB","F",2000,87.2466728595204,76,26
"Windowpane","GB","F",2001,86.35529646405,108,26
"Windowpane","GB","F",2002,88.8988057987636,79,26
"Windowpane","GB","F",2003,89.5342900483825,89,26
"Windowpane","GB","F",2004,88.7708075605932,61,26
"Windowpane","GB","F",2005,91.4764067573047,87,26
"Windowpane","GB","F",2006,94.0665391592241,128,26
"Windowpane","GB","F",2007,92.196312560907,51,26
"Windowpane","GB","F",2008,91.3793425721991,66,26
"Windowpane","GB","F",2009,91.37071829282,121,26
"Windowpane","GB","F",2010,91.3663319596933,102,26
"Windowpane","GB","F",2011,93.7791197560031,126,26
"Windowpane","GB","F",2012,98.6565361027247,109,26
"Windowpane","GB","F",2013,94.9956860581338,137,26
"Windowpane","GB","F",2014,99.9986356873108,115,26
"Windowpane","GB","F",2015,96.9043417961147,123,26
"Windowpane","GB","F",2016,99.7115734332696,146,26
"Windowpane","GB","F",2018,95.594815960246,94,26
"Windowpane","GB","M",1992,97.811529414425,80,26
"Windowpane","GB","M",1993,93.7120261173364,85,26
"Windowpane","GB","M",1994,96.6430861669954,28,26
"Windowpane","GB","M",1995,92.0167564370942,118,26
"Windowpane","GB","M",1996,92.4187444522219,74,26
"Windowpane","GB","M",1997,90.2440489328584,78,26
"Windowpane","GB","M",1998,90.4637952156334,101,26
"Windowpane","GB","M",1999,94.6328159246678,59,26
"Windowpane","GB","M",2000,91.3878687041434,38,26
"Windowpane","GB","M",2001,88.1204038680646,62,26
"Windowpane","GB","M",2002,90.5721340176291,80,26
"Windowpane","GB","M",2003,94.5222506741678,69,26
"Windowpane","GB","M",2004,92.0526741632491,56,26
"Windowpane","GB","M",2005,93.3251933639911,40,26
"Windowpane","GB","M",2006,94.6348683666652,45,26
"Windowpane","GB","M",2007,94.1550851053616,45,26
"Windowpane","GB","M",2008,93.2641926758138,55,26
"Windowpane","GB","M",2009,92.8233603927384,95,26
"Windowpane","GB","M",2010,93.1411144491788,86,26
"Windowpane","GB","M",2011,95.1101980287241,78,26
"Windowpane","GB","M",2012,99.8183768561754,62,26
"Windowpane","GB","M",2013,96.7847649935475,96,26
"Windowpane","GB","M",2014,100.495829286873,74,26
"Windowpane","GB","M",2015,101.684108166062,99,26
"Windowpane","GB","M",2016,97.9710742164804,96,26
"Windowpane","GB","M",2018,98.8215759016595,40,26
"Windowpane","MAB","F",1992,103.206193648653,48,26
"Windowpane","MAB","F",1993,104.780168400945,27,26
"Windowpane","MAB","F",1994,109.76770110508,47,26
"Windowpane","MAB","F",1995,103.037847376208,57,26
"Windowpane","MAB","F",1996,101.191899400833,46,26
"Windowpane","MAB","F",1997,107.750528967447,37,26
"Windowpane","MAB","F",1998,106.345110085184,43,26
"Windowpane","MAB","F",1999,103.288636211606,35,26
"Windowpane","MAB","F",2000,103.153745140642,24,26
"Windowpane","MAB","F",2001,104.673346649337,50,26
"Windowpane","MAB","F",2002,99.0638719459942,35,26
"Windowpane","MAB","F",2003,106.723480351795,73,26
"Windowpane","MAB","F",2004,104.84781747896,38,26
"Windowpane","MAB","F",2005,104.134237996866,45,26
"Windowpane","MAB","F",2006,99.21797160136,77,26
"Windowpane","MAB","F",2007,99.0462268134412,33,26
"Windowpane","MAB","F",2008,106.435431433935,48,26
"Windowpane","MAB","F",2009,101.200191508245,53,26
"Windowpane","MAB","F",2010,104.80083608631,107,26
"Windowpane","MAB","F",2011,102.258441898914,164,26
"Windowpane","MAB","F",2012,104.374956210789,139,26
"Windowpane","MAB","F",2013,99.6338260351092,85,26
"Windowpane","MAB","F",2014,103.490569210379,119,26
"Windowpane","MAB","F",2015,98.8318906078567,96,26
"Windowpane","MAB","F",2016,98.6129313440598,97,26
"Windowpane","MAB","F",2018,102.480081662218,82,26
"Windowpane","MAB","M",1992,104.327772554232,56,26
"Windowpane","MAB","M",1993,104.586882049381,30,26
"Windowpane","MAB","M",1994,103.213830018889,35,26
"Windowpane","MAB","M",1995,102.634649572144,29,26
"Windowpane","MAB","M",1996,103.398287324374,40,26
"Windowpane","MAB","M",1997,108.818428757674,32,26
"Windowpane","MAB","M",1998,104.470552096007,54,26
"Windowpane","MAB","M",1999,103.48947627706,29,26
"Windowpane","MAB","M",2000,102.548047073359,23,26
"Windowpane","MAB","M",2001,100.593265360475,34,26
"Windowpane","MAB","M",2002,100.373424066103,32,26
"Windowpane","MAB","M",2003,103.607938547016,85,26
"Windowpane","MAB","M",2004,103.099595827142,27,26
