"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Yellowtail flounder","GB","F",1992,94.3374008904375,34,27
"Yellowtail flounder","GB","F",1993,101.331704116516,30,27
"Yellowtail flounder","GB","F",1994,98.1599163705609,56,27
"Yellowtail flounder","GB","F",1995,94.4468606674413,44,27
"Yellowtail flounder","GB","F",1996,97.1942607068842,97,27
"Yellowtail flounder","GB","F",1997,94.6767686565401,164,27
"Yellowtail flounder","GB","F",1998,94.6799501732734,211,27
"Yellowtail flounder","GB","F",1999,96.9231695341367,120,27
"Yellowtail flounder","GB","F",2000,94.805206043514,103,27
"Yellowtail flounder","GB","F",2001,94.059592070632,105,27
"Yellowtail flounder","GB","F",2002,89.5139161681719,63,27
"Yellowtail flounder","GB","F",2003,94.2222878099527,132,27
"Yellowtail flounder","GB","F",2004,96.9815862143977,593,27
"Yellowtail flounder","GB","F",2005,95.1364845461153,510,27
"Yellowtail flounder","GB","F",2006,92.9338392629051,190,27
"Yellowtail flounder","GB","F",2007,91.4423641567302,168,27
"Yellowtail flounder","GB","F",2008,93.4616246166502,1529,27
"Yellowtail flounder","GB","F",2009,87.9115919239182,686,27
"Yellowtail flounder","GB","F",2010,85.7514645844614,53,27
"Yellowtail flounder","GB","F",2011,87.434208287675,162,27
"Yellowtail flounder","GB","F",2012,86.5821379562197,124,27
"Yellowtail flounder","GB","F",2013,91.1291183387925,118,27
"Yellowtail flounder","GB","F",2014,90.5803029507417,131,27
"Yellowtail flounder","GB","F",2015,93.5413919489664,50,27
"Yellowtail flounder","GB","F",2016,94.6921324419425,92,27
"Yellowtail flounder","GB","F",2017,86.7345668647817,13,27
"Yellowtail flounder","GB","F",2018,92.3382450452225,67,27
"Yellowtail flounder","GB","M",1992,98.6988269770179,41,27
"Yellowtail flounder","GB","M",1993,102.736366188675,33,27
"Yellowtail flounder","GB","M",1994,105.124087628895,75,27
"Yellowtail flounder","GB","M",1995,106.304023473015,38,27
"Yellowtail flounder","GB","M",1996,104.499117090869,66,27
"Yellowtail flounder","GB","M",1997,101.933693326864,132,27
"Yellowtail flounder","GB","M",1998,101.594021258031,179,27
"Yellowtail flounder","GB","M",1999,101.97762153169,102,27
"Yellowtail flounder","GB","M",2000,98.4106459425921,82,27
"Yellowtail flounder","GB","M",2001,101.038290611072,92,27
"Yellowtail flounder","GB","M",2002,96.2584956318405,99,27
"Yellowtail flounder","GB","M",2003,98.8870840026762,112,27
"Yellowtail flounder","GB","M",2004,103.091151412628,427,27
"Yellowtail flounder","GB","M",2005,97.7766440144862,403,27
"Yellowtail flounder","GB","M",2006,94.9687315875767,181,27
"Yellowtail flounder","GB","M",2007,96.7990591934623,184,27
"Yellowtail flounder","GB","M",2008,99.5820005601189,1730,27
"Yellowtail flounder","GB","M",2009,94.7094536475863,661,27
"Yellowtail flounder","GB","M",2010,89.5247719026084,99,27
"Yellowtail flounder","GB","M",2011,90.4756826944159,143,27
"Yellowtail flounder","GB","M",2012,91.9338933633668,86,27
"Yellowtail flounder","GB","M",2013,92.637156268993,85,27
"Yellowtail flounder","GB","M",2014,93.4584232612852,97,27
"Yellowtail flounder","GB","M",2015,95.2741908062091,45,27
"Yellowtail flounder","GB","M",2016,94.6285300399152,62,27
"Yellowtail flounder","GB","M",2017,93.5426402643457,18,27
"Yellowtail flounder","GB","M",2018,99.2306390196401,38,27
"Yellowtail flounder","GOM","F",1992,96.1039977535134,21,27
"Yellowtail flounder","GOM","F",1993,96.467890474714,25,27
