"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Yellowtail flounder","GOM","F",1994,96.8169896950096,24,27
"Yellowtail flounder","GOM","F",1995,88.975049489165,4,27
"Yellowtail flounder","GOM","F",1996,94.5444908435647,15,27
"Yellowtail flounder","GOM","F",1997,94.0238193725799,28,27
"Yellowtail flounder","GOM","F",1998,89.5609244196771,8,27
"Yellowtail flounder","GOM","F",1999,97.36130105808,65,27
"Yellowtail flounder","GOM","F",2000,92.2223076360531,18,27
"Yellowtail flounder","GOM","F",2001,90.5794787126298,40,27
"Yellowtail flounder","GOM","F",2002,90.7279593541711,25,27
"Yellowtail flounder","GOM","F",2003,100.517681366009,19,27
"Yellowtail flounder","GOM","F",2004,86.3503535494109,6,27
"Yellowtail flounder","GOM","F",2005,84.9813564259663,5,27
"Yellowtail flounder","GOM","F",2006,91.5924005930099,14,27
"Yellowtail flounder","GOM","F",2007,91.486872117983,27,27
"Yellowtail flounder","GOM","F",2008,87.2320034415862,114,27
"Yellowtail flounder","GOM","F",2009,91.7114122820234,307,27
"Yellowtail flounder","GOM","F",2010,90.5246871340969,175,27
"Yellowtail flounder","GOM","F",2011,89.8543327330067,246,27
"Yellowtail flounder","GOM","F",2012,94.2811792583811,206,27
"Yellowtail flounder","GOM","F",2013,90.7381476768121,143,27
"Yellowtail flounder","GOM","F",2014,92.4512271301697,196,27
"Yellowtail flounder","GOM","F",2015,89.8628427201997,145,27
"Yellowtail flounder","GOM","F",2016,90.2985113751689,185,27
"Yellowtail flounder","GOM","F",2017,90.2011362698979,138,27
"Yellowtail flounder","GOM","F",2018,91.8675955966768,106,27
"Yellowtail flounder","GOM","M",1992,99.3430416962586,17,27
"Yellowtail flounder","GOM","M",1993,98.702339845889,17,27
"Yellowtail flounder","GOM","M",1994,102.042370305208,11,27
"Yellowtail flounder","GOM","M",1995,94.8542935522293,3,27
"Yellowtail flounder","GOM","M",1996,99.2690502418805,39,27
"Yellowtail flounder","GOM","M",1997,98.7558755937682,53,27
"Yellowtail flounder","GOM","M",1998,100.347470429086,21,27
"Yellowtail flounder","GOM","M",1999,104.020911902126,57,27
"Yellowtail flounder","GOM","M",2000,95.466685363795,42,27
"Yellowtail flounder","GOM","M",2001,95.5351985838014,46,27
"Yellowtail flounder","GOM","M",2002,97.7276261204518,34,27
"Yellowtail flounder","GOM","M",2003,100.723867788105,44,27
"Yellowtail flounder","GOM","M",2004,95.8929731521951,19,27
"Yellowtail flounder","GOM","M",2005,95.704044339993,16,27
"Yellowtail flounder","GOM","M",2006,94.6808209047282,27,27
"Yellowtail flounder","GOM","M",2007,99.5680178134144,35,27
"Yellowtail flounder","GOM","M",2008,91.6854590759477,190,27
"Yellowtail flounder","GOM","M",2009,98.0108028055685,575,27
"Yellowtail flounder","GOM","M",2010,93.3666068188539,202,27
"Yellowtail flounder","GOM","M",2011,93.9717986753622,266,27
"Yellowtail flounder","GOM","M",2012,98.5163095354791,216,27
"Yellowtail flounder","GOM","M",2013,94.4703397652567,197,27
"Yellowtail flounder","GOM","M",2014,94.3032152329836,191,27
"Yellowtail flounder","GOM","M",2015,92.8821528529244,190,27
"Yellowtail flounder","GOM","M",2016,93.5827623999101,201,27
"Yellowtail flounder","GOM","M",2017,96.3891125582046,133,27
"Yellowtail flounder","GOM","M",2018,96.1774423122501,111,27
"Yellowtail flounder","MAB","F",1992,90.825446047015,9,26
"Yellowtail flounder","MAB","F",1993,90.9730098546383,3,26
"Yellowtail flounder","MAB","F",1994,103.818087007921,16,26
"Yellowtail flounder","MAB","F",1995,89.7770973467031,10,26
"Yellowtail flounder","MAB","F",1996,98.5630990517052,6,26
"Yellowtail flounder","MAB","F",1997,93.4447094503604,29,26
"Yellowtail flounder","MAB","F",1998,93.3428658938391,57,26
"Yellowtail flounder","MAB","F",1999,99.6132658881192,22,26
"Yellowtail flounder","MAB","F",2000,93.0246030097458,16,26
"Yellowtail flounder","MAB","F",2001,81.7802880051938,5,26
"Yellowtail flounder","MAB","F",2002,87.3478049656832,17,26
"Yellowtail flounder","MAB","F",2003,93.150042390509,53,26
"Yellowtail flounder","MAB","F",2004,93.8068970297747,961,26
"Yellowtail flounder","MAB","F",2005,96.1513123706091,1541,26
"Yellowtail flounder","MAB","F",2006,92.6953023630686,35,26
"Yellowtail flounder","MAB","F",2007,90.6989402025247,7,26
"Yellowtail flounder","MAB","F",2008,93.1440918330225,106,26
"Yellowtail flounder","MAB","F",2009,93.2774086729956,77,26
"Yellowtail flounder","MAB","F",2010,92.1068073393475,126,26
"Yellowtail flounder","MAB","F",2011,94.3281198634956,55,26
"Yellowtail flounder","MAB","F",2012,89.1304985742438,103,26
"Yellowtail flounder","MAB","F",2013,89.4932839774451,34,26
"Yellowtail flounder","MAB","F",2014,94.5222339027172,15,26
"Yellowtail flounder","MAB","F",2015,89.24389126656,4,26
"Yellowtail flounder","MAB","F",2016,93.3286440710068,22,26
"Yellowtail flounder","MAB","F",2018,95.0435851007596,6,26
"Yellowtail flounder","MAB","M",1992,99.6441880583205,8,25
"Yellowtail flounder","MAB","M",1993,94.6970021709004,9,25
"Yellowtail flounder","MAB","M",1994,106.448410309174,11,25
"Yellowtail flounder","MAB","M",1995,95.7324174557973,12,25
"Yellowtail flounder","MAB","M",1996,99.7578790667133,6,25
"Yellowtail flounder","MAB","M",1997,98.0626901582673,30,25
"Yellowtail flounder","MAB","M",1998,99.7289249140167,29,25
"Yellowtail flounder","MAB","M",1999,103.87228314637,20,25
"Yellowtail flounder","MAB","M",2000,97.773623947387,14,25
"Yellowtail flounder","MAB","M",2001,92.6320543218073,5,25
"Yellowtail flounder","MAB","M",2002,92.9357544029844,16,25
"Yellowtail flounder","MAB","M",2003,98.6625049959474,53,25
"Yellowtail flounder","MAB","M",2004,99.7085412341362,788,25
"Yellowtail flounder","MAB","M",2005,99.4594751795086,1316,25
"Yellowtail flounder","MAB","M",2006,93.7667200473586,33,25
"Yellowtail flounder","MAB","M",2007,99.8130192748475,4,25
"Yellowtail flounder","MAB","M",2008,95.9957705300542,93,25
"Yellowtail flounder","MAB","M",2009,96.3884596281331,42,25
"Yellowtail flounder","MAB","M",2010,101.039128425119,155,25
"Yellowtail flounder","MAB","M",2011,102.027349916588,24,25
"Yellowtail flounder","MAB","M",2012,96.9599240909597,50,25
"Yellowtail flounder","MAB","M",2013,100.982683590184,31,25
"Yellowtail flounder","MAB","M",2014,106.102298435706,9,25
"Yellowtail flounder","MAB","M",2015,99.1721405575839,4,25
"Yellowtail flounder","MAB","M",2016,107.983336702526,17,25
