"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Smooth dogfish","GB","M",1992,98.2852938049899,8,25
"Smooth dogfish","GB","M",1993,102.582742619278,10,25
"Smooth dogfish","GB","M",1994,101.070436554475,8,25
"Smooth dogfish","GB","M",1995,101.288774944062,26,25
"Smooth dogfish","GB","M",1996,106.148102148462,3,25
"Smooth dogfish","GB","M",1997,108.889951209362,5,25
"Smooth dogfish","GB","M",1998,102.063457261955,18,25
"Smooth dogfish","GB","M",1999,102.075493073786,3,25
"Smooth dogfish","GB","M",2000,99.8773151550409,9,25
"Smooth dogfish","GB","M",2001,99.1499115857663,4,25
"Smooth dogfish","GB","M",2002,101.04507342189,11,25
"Smooth dogfish","GB","M",2003,101.382408521164,12,25
"Smooth dogfish","GB","M",2004,99.2471284749334,22,25
"Smooth dogfish","GB","M",2005,101.82386989913,17,25
"Smooth dogfish","GB","M",2006,102.901999830249,8,25
"Smooth dogfish","GB","M",2007,98.2547838654745,16,25
"Smooth dogfish","GB","M",2008,104.224369148509,8,25
"Smooth dogfish","GB","M",2009,101.857553873866,3,25
"Smooth dogfish","GB","M",2010,104.932169788126,3,25
"Smooth dogfish","GB","M",2011,102.67522726742,12,25
"Smooth dogfish","GB","M",2012,105.246700751252,4,25
"Smooth dogfish","GB","M",2014,103.223166264171,10,25
"Smooth dogfish","GB","M",2015,98.5184043425643,16,25
"Smooth dogfish","GB","M",2016,100.211325948972,20,25
"Smooth dogfish","GB","M",2018,105.451403066709,11,25
"Smooth dogfish","MAB","F",1992,101.016211811404,62,26
"Smooth dogfish","MAB","F",1993,97.5766270878635,58,26
"Smooth dogfish","MAB","F",1994,101.722551867404,59,26
"Smooth dogfish","MAB","F",1995,103.939625673732,48,26
"Smooth dogfish","MAB","F",1996,101.342063049002,86,26
"Smooth dogfish","MAB","F",1997,97.5935737084016,109,26
"Smooth dogfish","MAB","F",1998,99.0097930349878,215,26
"Smooth dogfish","MAB","F",1999,100.302845643274,169,26
"Smooth dogfish","MAB","F",2000,101.190291236506,71,26
"Smooth dogfish","MAB","F",2001,97.8341347401661,81,26
"Smooth dogfish","MAB","F",2002,97.6012816256395,96,26
"Smooth dogfish","MAB","F",2003,97.694230137127,126,26
"Smooth dogfish","MAB","F",2004,99.4426324209821,80,26
"Smooth dogfish","MAB","F",2005,97.8482996879211,97,26
"Smooth dogfish","MAB","F",2006,97.7353878962834,90,26
"Smooth dogfish","MAB","F",2007,97.5425236482517,59,26
"Smooth dogfish","MAB","F",2008,100.776799559045,49,26
"Smooth dogfish","MAB","F",2009,99.2296618957107,62,26
"Smooth dogfish","MAB","F",2010,99.653753649058,37,26
"Smooth dogfish","MAB","F",2011,100.7203798755,39,26
"Smooth dogfish","MAB","F",2012,100.930191667519,28,26
"Smooth dogfish","MAB","F",2013,99.3606741177619,31,26
"Smooth dogfish","MAB","F",2014,98.8959071972419,30,26
"Smooth dogfish","MAB","F",2015,99.0834909063043,35,26
"Smooth dogfish","MAB","F",2016,96.7887776770441,16,26
"Smooth dogfish","MAB","F",2018,98.4731294343659,29,26
"Smooth dogfish","MAB","M",1992,99.8668952704112,74,26
"Smooth dogfish","MAB","M",1993,99.8518627005199,63,26
"Smooth dogfish","MAB","M",1994,102.291630150096,67,26
"Smooth dogfish","MAB","M",1995,102.854054744885,45,26
"Smooth dogfish","MAB","M",1996,98.7957733063523,116,26
"Smooth dogfish","MAB","M",1997,97.1288727691642,111,26
"Smooth dogfish","MAB","M",1998,98.6699950537753,204,26
"Smooth dogfish","MAB","M",1999,101.233695872161,176,26
"Smooth dogfish","MAB","M",2000,100.274975075659,67,26
"Smooth dogfish","MAB","M",2001,96.5294368436207,91,26
"Smooth dogfish","MAB","M",2002,97.4609698212718,100,26
"Smooth dogfish","MAB","M",2003,98.6861852728833,123,26
"Smooth dogfish","MAB","M",2004,99.3576571809791,63,26
"Smooth dogfish","MAB","M",2005,97.8927795592144,83,26
"Smooth dogfish","MAB","M",2006,97.8351606409021,77,26
"Smooth dogfish","MAB","M",2007,99.783508736269,56,26
"Smooth dogfish","MAB","M",2008,98.131457645913,42,26
"Smooth dogfish","MAB","M",2009,100.845104116007,42,26
"Smooth dogfish","MAB","M",2010,97.8069707709309,43,26
"Smooth dogfish","MAB","M",2011,101.045078440055,43,26
"Smooth dogfish","MAB","M",2012,95.6542313133413,32,26
"Smooth dogfish","MAB","M",2013,97.8933082166489,37,26
"Smooth dogfish","MAB","M",2014,96.7008218708942,31,26
"Smooth dogfish","MAB","M",2015,96.6938069979639,22,26
"Smooth dogfish","MAB","M",2016,97.5814238582391,13,26
"Smooth dogfish","MAB","M",2018,97.5730843656395,33,26
