"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Atlantic cod","GB","F",1992,100.43941137313,45,27
"Atlantic cod","GB","F",1993,100.217992019404,34,27
"Atlantic cod","GB","F",1994,99.4587855392933,50,27
"Atlantic cod","GB","F",1995,99.3213108622093,33,27
"Atlantic cod","GB","F",1996,100.825313594715,62,27
"Atlantic cod","GB","F",1997,100.762582954402,118,27
"Atlantic cod","GB","F",1998,100.239653191546,98,27
"Atlantic cod","GB","F",1999,103.069900772312,9,27
"Atlantic cod","GB","F",2000,99.0851932865971,18,27
"Atlantic cod","GB","F",2001,100.797515181588,23,27
"Atlantic cod","GB","F",2002,99.3912586165946,69,27
"Atlantic cod","GB","F",2003,103.48467730293,24,27
"Atlantic cod","GB","F",2004,97.2178100608346,41,27
"Atlantic cod","GB","F",2005,97.9865062243698,23,27
"Atlantic cod","GB","F",2006,98.3508927856831,41,27
"Atlantic cod","GB","F",2007,103.629586613271,10,27
"Atlantic cod","GB","F",2008,100.318134583999,69,27
"Atlantic cod","GB","F",2009,100.092200712065,63,27
"Atlantic cod","GB","F",2010,98.5454272712894,60,27
"Atlantic cod","GB","F",2011,99.8834171684657,92,27
"Atlantic cod","GB","F",2012,96.9491384416183,34,27
"Atlantic cod","GB","F",2013,96.6552135606926,56,27
"Atlantic cod","GB","F",2014,98.2068685007929,34,27
"Atlantic cod","GB","F",2015,102.34462000657,108,27
"Atlantic cod","GB","F",2016,98.096785801899,116,27
"Atlantic cod","GB","F",2017,102.197748502165,7,27
"Atlantic cod","GB","F",2018,98.9310772674986,30,27
"Atlantic cod","GB","M",1992,101.903268013939,42,27
"Atlantic cod","GB","M",1993,100.068219363928,35,27
"Atlantic cod","GB","M",1994,100.724868133308,48,27
"Atlantic cod","GB","M",1995,98.637113167359,32,27
"Atlantic cod","GB","M",1996,100.264691496804,60,27
"Atlantic cod","GB","M",1997,101.151334419433,110,27
"Atlantic cod","GB","M",1998,100.263870262296,104,27
"Atlantic cod","GB","M",1999,102.673700779836,19,27
"Atlantic cod","GB","M",2000,101.953892474981,11,27
"Atlantic cod","GB","M",2001,100.780379435032,30,27
"Atlantic cod","GB","M",2002,99.7698530969454,57,27
"Atlantic cod","GB","M",2003,100.706752492605,26,27
"Atlantic cod","GB","M",2004,98.5010254644425,23,27
"Atlantic cod","GB","M",2005,98.9656058822333,35,27
"Atlantic cod","GB","M",2006,97.742882227552,46,27
"Atlantic cod","GB","M",2007,100.288793260797,12,27
"Atlantic cod","GB","M",2008,100.892305659039,82,27
"Atlantic cod","GB","M",2009,97.7287813786918,76,27
"Atlantic cod","GB","M",2010,98.0370981541617,46,27
"Atlantic cod","GB","M",2011,100.144905168608,81,27
"Atlantic cod","GB","M",2012,98.1773936597699,43,27
"Atlantic cod","GB","M",2013,100.337931323724,57,27
"Atlantic cod","GB","M",2014,98.6387064052723,39,27
"Atlantic cod","GB","M",2015,102.245268270326,130,27
"Atlantic cod","GB","M",2016,98.8291054562325,139,27
"Atlantic cod","GB","M",2017,102.366748161643,13,27
"Atlantic cod","GB","M",2018,101.582077608503,26,27
"Atlantic cod","GOM","F",1992,99.9036737362084,44,27
"Atlantic cod","GOM","F",1993,101.345201206207,55,27
"Atlantic cod","GOM","F",1994,100.619288918116,52,27
"Atlantic cod","GOM","F",1995,100.916777126206,51,27
"Atlantic cod","GOM","F",1996,99.1480985657967,64,27
"Atlantic cod","GOM","F",1997,101.070762382747,71,27
"Atlantic cod","GOM","F",1998,99.8464959540708,41,27
"Atlantic cod","GOM","F",1999,100.779599286288,126,27
"Atlantic cod","GOM","F",2000,98.0471131323806,83,27
"Atlantic cod","GOM","F",2001,98.4912512490065,55,27
"Atlantic cod","GOM","F",2002,102.306255238409,70,27
"Atlantic cod","GOM","F",2003,99.7458084173291,85,27
"Atlantic cod","GOM","F",2004,99.1105128942766,60,27
"Atlantic cod","GOM","F",2005,98.5483134365507,65,27
"Atlantic cod","GOM","F",2006,98.9152958285393,654,27
"Atlantic cod","GOM","F",2007,99.4383917254703,58,27
"Atlantic cod","GOM","F",2008,98.5594091770521,184,27
"Atlantic cod","GOM","F",2009,99.395842953828,155,27
"Atlantic cod","GOM","F",2010,99.5588446377772,136,27
"Atlantic cod","GOM","F",2011,98.8032621347727,163,27
"Atlantic cod","GOM","F",2012,100.958074872033,93,27
"Atlantic cod","GOM","F",2013,98.434192941021,50,27
"Atlantic cod","GOM","F",2014,100.713897315562,61,27
"Atlantic cod","GOM","F",2015,100.420067397612,125,27
"Atlantic cod","GOM","F",2016,100.047330795319,102,27
"Atlantic cod","GOM","F",2017,99.7289319325629,50,27
"Atlantic cod","GOM","F",2018,101.655773478891,55,27
"Atlantic cod","GOM","M",1992,98.2960320682728,38,27
"Atlantic cod","GOM","M",1993,99.693543260551,38,27
"Atlantic cod","GOM","M",1994,99.0700159319367,45,27
"Atlantic cod","GOM","M",1995,100.447086288933,41,27
"Atlantic cod","GOM","M",1996,99.8333753889871,63,27
"Atlantic cod","GOM","M",1997,100.533218013289,65,27
"Atlantic cod","GOM","M",1998,100.124611144225,43,27
"Atlantic cod","GOM","M",1999,101.03468241107,88,27
"Atlantic cod","GOM","M",2000,99.4223092105799,70,27
"Atlantic cod","GOM","M",2001,99.6210749995652,41,27
"Atlantic cod","GOM","M",2002,100.516683490415,58,27
"Atlantic cod","GOM","M",2003,100.233873298551,64,27
"Atlantic cod","GOM","M",2004,97.3962983740335,49,27
"Atlantic cod","GOM","M",2005,96.9862893291683,52,27
"Atlantic cod","GOM","M",2006,98.7993953160712,617,27
"Atlantic cod","GOM","M",2007,98.0538247119541,55,27
"Atlantic cod","GOM","M",2008,99.1774890320449,163,27
"Atlantic cod","GOM","M",2009,100.731707032091,180,27
"Atlantic cod","GOM","M",2010,98.4430364229276,137,27
"Atlantic cod","GOM","M",2011,98.8888460129636,138,27
"Atlantic cod","GOM","M",2012,102.063366752332,82,27
"Atlantic cod","GOM","M",2013,101.425602921266,84,27
"Atlantic cod","GOM","M",2014,102.046268102185,42,27
"Atlantic cod","GOM","M",2015,101.316779344973,177,27
"Atlantic cod","GOM","M",2016,99.8255385012662,89,27
"Atlantic cod","GOM","M",2017,100.071045119676,51,27
"Atlantic cod","GOM","M",2018,102.335709426357,43,27
"Atlantic cod","SS","F",1992,99.1995077593933,38,27
"Atlantic cod","SS","F",1993,98.9064154390297,32,27
"Atlantic cod","SS","F",1994,98.0604397079726,53,27
"Atlantic cod","SS","F",1995,98.2978225244219,24,27
"Atlantic cod","SS","F",1996,97.304024920741,18,27
"Atlantic cod","SS","F",1997,95.7780975688887,15,27
"Atlantic cod","SS","F",1998,99.8141956206495,22,27
"Atlantic cod","SS","F",1999,98.7560604567076,25,27
"Atlantic cod","SS","F",2000,97.4432567899551,23,27
"Atlantic cod","SS","F",2001,97.1158680919254,35,27
"Atlantic cod","SS","F",2002,98.3990930662213,38,27
"Atlantic cod","SS","F",2003,96.078786362254,30,27
"Atlantic cod","SS","F",2004,96.0878427309733,27,27
"Atlantic cod","SS","F",2005,96.1965195306056,18,27
"Atlantic cod","SS","F",2006,99.3167094796585,13,27
"Atlantic cod","SS","F",2007,97.5650716251694,19,27
"Atlantic cod","SS","F",2008,97.205473453743,18,27
"Atlantic cod","SS","F",2009,96.3707604920843,14,27
"Atlantic cod","SS","F",2010,98.152698928341,14,27
"Atlantic cod","SS","F",2011,97.0342045872031,30,27
"Atlantic cod","SS","F",2012,99.1534196653932,20,27
"Atlantic cod","SS","F",2013,98.1358791292651,15,27
"Atlantic cod","SS","F",2014,97.5066074425277,24,27
"Atlantic cod","SS","F",2015,99.3369500947336,55,27
"Atlantic cod","SS","F",2016,98.2933476627902,42,27
"Atlantic cod","SS","F",2017,98.4425885849147,10,27
"Atlantic cod","SS","F",2018,97.3325360315868,23,27
"Atlantic cod","SS","M",1992,98.1646578094311,23,27
"Atlantic cod","SS","M",1993,98.1514944019838,21,27
"Atlantic cod","SS","M",1994,96.6246422666365,37,27
"Atlantic cod","SS","M",1995,98.8997415138645,33,27
"Atlantic cod","SS","M",1996,99.7127821236322,19,27
"Atlantic cod","SS","M",1997,100.730689109501,9,27
"Atlantic cod","SS","M",1998,96.9796704697769,23,27
"Atlantic cod","SS","M",1999,100.061000466634,34,27
"Atlantic cod","SS","M",2000,98.2399482564769,13,27
"Atlantic cod","SS","M",2001,95.8506882880395,30,27
"Atlantic cod","SS","M",2002,97.845607047932,32,27
"Atlantic cod","SS","M",2003,98.5308573456198,28,27
"Atlantic cod","SS","M",2004,97.641213032561,43,27
"Atlantic cod","SS","M",2005,98.7448329402491,22,27
"Atlantic cod","SS","M",2006,95.9077338034963,9,27
"Atlantic cod","SS","M",2007,99.9141655798192,6,27
"Atlantic cod","SS","M",2008,100.363071217271,19,27
"Atlantic cod","SS","M",2009,96.850178052442,11,27
"Atlantic cod","SS","M",2010,97.9159942176905,22,27
"Atlantic cod","SS","M",2011,97.1272778002923,28,27
"Atlantic cod","SS","M",2012,98.1373375906539,20,27
"Atlantic cod","SS","M",2013,100.795657222698,20,27
"Atlantic cod","SS","M",2014,93.46181889482,7,27
"Atlantic cod","SS","M",2015,99.4126852729913,32,27
"Atlantic cod","SS","M",2016,99.4333295431531,29,27
"Atlantic cod","SS","M",2017,96.2488729215614,13,27
"Atlantic cod","SS","M",2018,100.019190195697,25,27
