"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Pollock","SS","F",2016,100.220270690722,12,27
"Pollock","SS","F",2017,98.9247769511435,25,27
"Pollock","SS","F",2018,107.541454771741,9,27
"Pollock","SS","M",1992,102.395368160206,12,26
"Pollock","SS","M",1993,100.01133523568,8,26
"Pollock","SS","M",1994,102.378060598461,17,26
"Pollock","SS","M",1995,106.710939554106,28,26
"Pollock","SS","M",1996,104.746859401624,14,26
"Pollock","SS","M",1997,103.876841236697,7,26
"Pollock","SS","M",1998,97.1517786390928,21,26
"Pollock","SS","M",1999,103.154503605497,29,26
"Pollock","SS","M",2000,97.694527647511,29,26
"Pollock","SS","M",2001,99.9554712361995,17,26
"Pollock","SS","M",2002,98.9323759458189,46,26
"Pollock","SS","M",2003,94.5489545383824,38,26
"Pollock","SS","M",2004,98.4591424962803,56,26
"Pollock","SS","M",2005,102.161389751556,22,26
"Pollock","SS","M",2006,103.884318359067,4,26
"Pollock","SS","M",2007,102.549278937174,10,26
"Pollock","SS","M",2008,95.5982136906767,17,26
"Pollock","SS","M",2009,99.9781935653801,7,26
"Pollock","SS","M",2010,99.1301410188183,4,26
"Pollock","SS","M",2011,101.217312505011,22,26
"Pollock","SS","M",2012,99.408276219437,62,26
"Pollock","SS","M",2013,103.14972561105,30,26
"Pollock","SS","M",2014,100.392882432428,50,26
"Pollock","SS","M",2015,98.2188482671963,44,26
"Pollock","SS","M",2016,98.6868157095543,13,26
"Pollock","SS","M",2017,98.1833914794857,23,26
