"Time","stock_id","Value","Var","Units","Pattern_check"
2011,"rosette_skate_both",200.9117,"cumulative intensity","degrees C","Rosette skate both"
2012,"rosette_skate_both",395.0257,"cumulative intensity","degrees C","Rosette skate both"
2013,"rosette_skate_both",9.0844,"cumulative intensity","degrees C","Rosette skate both"
2014,"rosette_skate_both",37.0667,"cumulative intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",364.5078,"cumulative intensity","degrees C","Rosette skate both"
2016,"rosette_skate_both",159.5031,"cumulative intensity","degrees C","Rosette skate both"
2017,"rosette_skate_both",118.4989,"cumulative intensity","degrees C","Rosette skate both"
2018,"rosette_skate_both",168.3747,"cumulative intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",149.098,"cumulative intensity","degrees C","Rosette skate both"
2020,"rosette_skate_both",146.963,"cumulative intensity","degrees C","Rosette skate both"
1983,"rosette_skate_both",2.3346,"maximum intensity","degrees C","Rosette skate both"
1984,"rosette_skate_both",2.0862,"maximum intensity","degrees C","Rosette skate both"
1984,"rosette_skate_both",2.0699,"maximum intensity","degrees C","Rosette skate both"
1985,"rosette_skate_both",2.0443,"maximum intensity","degrees C","Rosette skate both"
1985,"rosette_skate_both",2.348,"maximum intensity","degrees C","Rosette skate both"
1985,"rosette_skate_both",2.6596,"maximum intensity","degrees C","Rosette skate both"
1985,"rosette_skate_both",2.0176,"maximum intensity","degrees C","Rosette skate both"
1986,"rosette_skate_both",2.3302,"maximum intensity","degrees C","Rosette skate both"
1986,"rosette_skate_both",2.4809,"maximum intensity","degrees C","Rosette skate both"
1986,"rosette_skate_both",2.2731,"maximum intensity","degrees C","Rosette skate both"
1987,"rosette_skate_both",1.6315,"maximum intensity","degrees C","Rosette skate both"
1989,"rosette_skate_both",2.7165,"maximum intensity","degrees C","Rosette skate both"
1989,"rosette_skate_both",2.5474,"maximum intensity","degrees C","Rosette skate both"
1990,"rosette_skate_both",2.4118,"maximum intensity","degrees C","Rosette skate both"
1990,"rosette_skate_both",2.8476,"maximum intensity","degrees C","Rosette skate both"
1990,"rosette_skate_both",2.4993,"maximum intensity","degrees C","Rosette skate both"
1991,"rosette_skate_both",2.6301,"maximum intensity","degrees C","Rosette skate both"
1991,"rosette_skate_both",1.9754,"maximum intensity","degrees C","Rosette skate both"
1991,"rosette_skate_both",2.3408,"maximum intensity","degrees C","Rosette skate both"
1991,"rosette_skate_both",3.9362,"maximum intensity","degrees C","Rosette skate both"
1993,"rosette_skate_both",2.2174,"maximum intensity","degrees C","Rosette skate both"
1993,"rosette_skate_both",1.9659,"maximum intensity","degrees C","Rosette skate both"
1994,"rosette_skate_both",2.2785,"maximum intensity","degrees C","Rosette skate both"
1994,"rosette_skate_both",2.9755,"maximum intensity","degrees C","Rosette skate both"
1995,"rosette_skate_both",1.9754,"maximum intensity","degrees C","Rosette skate both"
1995,"rosette_skate_both",2.0694,"maximum intensity","degrees C","Rosette skate both"
1996,"rosette_skate_both",2.2979,"maximum intensity","degrees C","Rosette skate both"
1999,"rosette_skate_both",1.7736,"maximum intensity","degrees C","Rosette skate both"
1999,"rosette_skate_both",2.2386,"maximum intensity","degrees C","Rosette skate both"
1999,"rosette_skate_both",2.9014,"maximum intensity","degrees C","Rosette skate both"
2000,"rosette_skate_both",2.2598,"maximum intensity","degrees C","Rosette skate both"
2000,"rosette_skate_both",1.9958,"maximum intensity","degrees C","Rosette skate both"
2000,"rosette_skate_both",2.7138,"maximum intensity","degrees C","Rosette skate both"
2000,"rosette_skate_both",2.3335,"maximum intensity","degrees C","Rosette skate both"
2001,"rosette_skate_both",2.5032,"maximum intensity","degrees C","Rosette skate both"
2002,"rosette_skate_both",3.5689,"maximum intensity","degrees C","Rosette skate both"
2002,"rosette_skate_both",2.6838,"maximum intensity","degrees C","Rosette skate both"
2002,"rosette_skate_both",4.0947,"maximum intensity","degrees C","Rosette skate both"
2002,"rosette_skate_both",2.9949,"maximum intensity","degrees C","Rosette skate both"
2002,"rosette_skate_both",1.8104,"maximum intensity","degrees C","Rosette skate both"
2002,"rosette_skate_both",2.2182,"maximum intensity","degrees C","Rosette skate both"
2003,"rosette_skate_both",2.7311,"maximum intensity","degrees C","Rosette skate both"
2004,"rosette_skate_both",4.0558,"maximum intensity","degrees C","Rosette skate both"
2005,"rosette_skate_both",2.0713,"maximum intensity","degrees C","Rosette skate both"
2005,"rosette_skate_both",2.631,"maximum intensity","degrees C","Rosette skate both"
2005,"rosette_skate_both",2.2717,"maximum intensity","degrees C","Rosette skate both"
2006,"rosette_skate_both",2.4269,"maximum intensity","degrees C","Rosette skate both"
2006,"rosette_skate_both",3.3463,"maximum intensity","degrees C","Rosette skate both"
2007,"rosette_skate_both",2.5495,"maximum intensity","degrees C","Rosette skate both"
2007,"rosette_skate_both",3.4829,"maximum intensity","degrees C","Rosette skate both"
2008,"rosette_skate_both",2.8221,"maximum intensity","degrees C","Rosette skate both"
2009,"rosette_skate_both",2.5058,"maximum intensity","degrees C","Rosette skate both"
2010,"rosette_skate_both",3.9228,"maximum intensity","degrees C","Rosette skate both"
2010,"rosette_skate_both",2.4156,"maximum intensity","degrees C","Rosette skate both"
2011,"rosette_skate_both",5.3225,"maximum intensity","degrees C","Rosette skate both"
2011,"rosette_skate_both",2.4925,"maximum intensity","degrees C","Rosette skate both"
2011,"rosette_skate_both",2.4224,"maximum intensity","degrees C","Rosette skate both"
2011,"rosette_skate_both",2.2582,"maximum intensity","degrees C","Rosette skate both"
2011,"rosette_skate_both",2.0702,"maximum intensity","degrees C","Rosette skate both"
2011,"rosette_skate_both",2.1681,"maximum intensity","degrees C","Rosette skate both"
2012,"rosette_skate_both",5.2329,"maximum intensity","degrees C","Rosette skate both"
2012,"rosette_skate_both",2.9487,"maximum intensity","degrees C","Rosette skate both"
2012,"rosette_skate_both",4.3164,"maximum intensity","degrees C","Rosette skate both"
2012,"rosette_skate_both",3.1141,"maximum intensity","degrees C","Rosette skate both"
2012,"rosette_skate_both",3.2346,"maximum intensity","degrees C","Rosette skate both"
2012,"rosette_skate_both",2.6226,"maximum intensity","degrees C","Rosette skate both"
2013,"rosette_skate_both",1.9755,"maximum intensity","degrees C","Rosette skate both"
2014,"rosette_skate_both",2.9814,"maximum intensity","degrees C","Rosette skate both"
2014,"rosette_skate_both",2.0633,"maximum intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",3.5995,"maximum intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",3.3435,"maximum intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",3.0594,"maximum intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",1.672,"maximum intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",2.1462,"maximum intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",3.2695,"maximum intensity","degrees C","Rosette skate both"
2015,"rosette_skate_both",4.1551,"maximum intensity","degrees C","Rosette skate both"
2016,"rosette_skate_both",1.9121,"maximum intensity","degrees C","Rosette skate both"
2016,"rosette_skate_both",1.8846,"maximum intensity","degrees C","Rosette skate both"
2016,"rosette_skate_both",2.6569,"maximum intensity","degrees C","Rosette skate both"
2016,"rosette_skate_both",3.2083,"maximum intensity","degrees C","Rosette skate both"
2016,"rosette_skate_both",2.0881,"maximum intensity","degrees C","Rosette skate both"
2016,"rosette_skate_both",1.6072,"maximum intensity","degrees C","Rosette skate both"
2017,"rosette_skate_both",2.8293,"maximum intensity","degrees C","Rosette skate both"
2017,"rosette_skate_both",1.5809,"maximum intensity","degrees C","Rosette skate both"
2017,"rosette_skate_both",1.6816,"maximum intensity","degrees C","Rosette skate both"
2017,"rosette_skate_both",2.7495,"maximum intensity","degrees C","Rosette skate both"
2017,"rosette_skate_both",1.702,"maximum intensity","degrees C","Rosette skate both"
2018,"rosette_skate_both",2.5286,"maximum intensity","degrees C","Rosette skate both"
2018,"rosette_skate_both",3.8555,"maximum intensity","degrees C","Rosette skate both"
2018,"rosette_skate_both",2.5067,"maximum intensity","degrees C","Rosette skate both"
2018,"rosette_skate_both",3.6918,"maximum intensity","degrees C","Rosette skate both"
2018,"rosette_skate_both",3.6457,"maximum intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",2.5493,"maximum intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",3.6517,"maximum intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",3.0563,"maximum intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",2.8175,"maximum intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",1.9447,"maximum intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",2.3423,"maximum intensity","degrees C","Rosette skate both"
2019,"rosette_skate_both",2.7009,"maximum intensity","degrees C","Rosette skate both"
2020,"rosette_skate_both",2.0838,"maximum intensity","degrees C","Rosette skate both"
2020,"rosette_skate_both",2.1395,"maximum intensity","degrees C","Rosette skate both"
2020,"rosette_skate_both",2.4648,"maximum intensity","degrees C","Rosette skate both"
2020,"rosette_skate_both",2.3562,"maximum intensity","degrees C","Rosette skate both"
2020,"rosette_skate_both",2.0153,"maximum intensity","degrees C","Rosette skate both"
2020,"rosette_skate_both",2.0806,"maximum intensity","degrees C","Rosette skate both"
