"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Witch flounder","GOM","M",2013,100.891203291421,129,27
"Witch flounder","GOM","M",2014,100.776923830678,138,27
"Witch flounder","GOM","M",2015,101.292835360692,170,27
"Witch flounder","GOM","M",2016,100.643026215167,147,27
"Witch flounder","GOM","M",2017,100.663165595741,175,27
"Witch flounder","GOM","M",2018,103.322175059333,112,27
"Witch flounder","SS","F",1993,104.516086969631,11,25
"Witch flounder","SS","F",1994,104.150822342469,6,25
"Witch flounder","SS","F",1995,95.0855779221819,9,25
"Witch flounder","SS","F",1996,97.472402228463,8,25
"Witch flounder","SS","F",1997,103.676499390096,10,25
"Witch flounder","SS","F",1998,105.558789928287,13,25
"Witch flounder","SS","F",2000,95.7318083848886,20,25
"Witch flounder","SS","F",2001,99.4371414868569,15,25
"Witch flounder","SS","F",2002,96.1006380149876,25,25
"Witch flounder","SS","F",2003,100.506056724437,32,25
"Witch flounder","SS","F",2004,101.941693935348,30,25
"Witch flounder","SS","F",2005,98.7179084980378,14,25
"Witch flounder","SS","F",2006,98.9684849493291,15,25
"Witch flounder","SS","F",2007,101.877749084333,8,25
"Witch flounder","SS","F",2008,98.0127245542143,22,25
"Witch flounder","SS","F",2009,102.332031664911,78,25
"Witch flounder","SS","F",2010,100.615105398306,37,25
"Witch flounder","SS","F",2011,100.470146500029,32,25
"Witch flounder","SS","F",2012,99.5361478611825,48,25
"Witch flounder","SS","F",2013,101.477654639605,33,25
"Witch flounder","SS","F",2014,100.484852984119,39,25
"Witch flounder","SS","F",2015,100.490982614237,61,25
"Witch flounder","SS","F",2016,101.149245957137,42,25
"Witch flounder","SS","F",2017,101.96343130073,48,25
"Witch flounder","SS","F",2018,100.420712138791,30,25
"Witch flounder","SS","M",1992,100.938746778398,6,27
"Witch flounder","SS","M",1993,101.51994045203,20,27
"Witch flounder","SS","M",1994,98.4217630888458,10,27
"Witch flounder","SS","M",1995,95.7333756031807,14,27
"Witch flounder","SS","M",1996,95.3216298248677,11,27
"Witch flounder","SS","M",1997,102.722492431526,13,27
"Witch flounder","SS","M",1998,102.946355789462,16,27
"Witch flounder","SS","M",1999,96.5916954156535,13,27
"Witch flounder","SS","M",2000,96.195375569498,11,27
"Witch flounder","SS","M",2001,95.3252487169425,19,27
"Witch flounder","SS","M",2002,97.7893074196651,45,27
"Witch flounder","SS","M",2003,97.8434524691824,35,27
"Witch flounder","SS","M",2004,100.654516276641,15,27
"Witch flounder","SS","M",2005,99.9428820865196,9,27
"Witch flounder","SS","M",2006,101.834880012248,19,27
"Witch flounder","SS","M",2007,98.4589122221992,16,27
"Witch flounder","SS","M",2008,101.102548476125,28,27
"Witch flounder","SS","M",2009,102.315914295969,57,27
"Witch flounder","SS","M",2010,100.707170866986,38,27
"Witch flounder","SS","M",2011,97.0354161274047,20,27
"Witch flounder","SS","M",2012,100.871811247886,81,27
"Witch flounder","SS","M",2013,99.9240633864448,27,27
"Witch flounder","SS","M",2014,102.353471169455,42,27
"Witch flounder","SS","M",2015,99.7788363548312,68,27
"Witch flounder","SS","M",2016,99.7936697532594,52,27
"Witch flounder","SS","M",2017,100.336043686219,33,27
"Witch flounder","SS","M",2018,105.179837277739,10,27
