"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Summer flounder","GB","F",1995,107.025112227059,3,23
"Summer flounder","GB","F",1997,103.034698354933,6,23
"Summer flounder","GB","F",1998,96.8987928040006,9,23
"Summer flounder","GB","F",1999,102.034533832256,10,23
"Summer flounder","GB","F",2000,101.947772718076,11,23
"Summer flounder","GB","F",2001,99.4897856818097,10,23
"Summer flounder","GB","F",2002,96.9524346866116,15,23
"Summer flounder","GB","F",2003,97.2915544637971,5,23
"Summer flounder","GB","F",2004,100.204047324882,10,23
"Summer flounder","GB","F",2005,96.8253876280627,22,23
"Summer flounder","GB","F",2006,98.3302908461112,28,23
"Summer flounder","GB","F",2007,101.4199766831,16,23
"Summer flounder","GB","F",2008,102.01011338449,15,23
"Summer flounder","GB","F",2009,97.7425433566733,16,23
"Summer flounder","GB","F",2010,101.377589244403,23,23
"Summer flounder","GB","F",2011,98.6155537256437,95,23
"Summer flounder","GB","F",2012,99.1259678872279,82,23
"Summer flounder","GB","F",2013,100.614275047424,17,23
"Summer flounder","GB","F",2014,101.408556007052,65,23
"Summer flounder","GB","F",2015,100.417761956314,113,23
"Summer flounder","GB","F",2016,100.671515172835,108,23
"Summer flounder","GB","F",2017,99.7077924020945,48,23
"Summer flounder","GB","F",2018,99.9761978390149,49,23
"Summer flounder","GB","M",1992,102.15458400502,8,25
"Summer flounder","GB","M",1995,103.167229852165,9,25
"Summer flounder","GB","M",1996,103.189461666312,5,25
"Summer flounder","GB","M",1997,104.665677121479,6,25
"Summer flounder","GB","M",1998,100.574687355221,18,25
"Summer flounder","GB","M",1999,98.416377259379,11,25
"Summer flounder","GB","M",2000,104.157185456675,8,25
"Summer flounder","GB","M",2001,96.4568845384239,16,25
"Summer flounder","GB","M",2002,99.3230433228716,13,25
"Summer flounder","GB","M",2003,99.8312240908448,17,25
"Summer flounder","GB","M",2004,98.6748075019725,10,25
"Summer flounder","GB","M",2005,98.5026527733067,20,25
"Summer flounder","GB","M",2006,101.092875608202,14,25
"Summer flounder","GB","M",2007,98.8278612913244,24,25
"Summer flounder","GB","M",2008,101.465782974097,34,25
"Summer flounder","GB","M",2009,100.490190889387,8,25
"Summer flounder","GB","M",2010,99.1045334598471,25,25
"Summer flounder","GB","M",2011,100.509894339929,68,25
"Summer flounder","GB","M",2012,100.666797561801,86,25
"Summer flounder","GB","M",2013,101.213746209459,22,25
"Summer flounder","GB","M",2014,103.194553133998,64,25
"Summer flounder","GB","M",2015,100.940303580666,80,25
"Summer flounder","GB","M",2016,103.697998711378,77,25
"Summer flounder","GB","M",2017,101.821584398175,28,25
"Summer flounder","GB","M",2018,100.709992180866,69,25
"Summer flounder","MAB","F",1992,99.916307250474,64,27
"Summer flounder","MAB","F",1993,101.101523346772,26,27
"Summer flounder","MAB","F",1994,100.891237948396,45,27
"Summer flounder","MAB","F",1995,99.4275041377236,47,27
"Summer flounder","MAB","F",1996,99.8531300990239,69,27
"Summer flounder","MAB","F",1997,100.735313355402,100,27
"Summer flounder","MAB","F",1998,100.047926709059,125,27
"Summer flounder","MAB","F",1999,99.259748937839,68,27
"Summer flounder","MAB","F",2000,99.3380535205522,102,27
"Summer flounder","MAB","F",2001,99.3465064460696,83,27
"Summer flounder","MAB","F",2002,97.5198920327885,69,27
"Summer flounder","MAB","F",2003,100.284009326039,43,27
"Summer flounder","MAB","F",2004,99.1411438732716,70,27
"Summer flounder","MAB","F",2005,99.1261670326967,58,27
"Summer flounder","MAB","F",2006,99.4716521459134,61,27
"Summer flounder","MAB","F",2007,99.1984360518767,67,27
"Summer flounder","MAB","F",2008,99.7878316475288,220,27
"Summer flounder","MAB","F",2009,98.942619711721,156,27
"Summer flounder","MAB","F",2010,99.3251279175605,144,27
"Summer flounder","MAB","F",2011,99.2227903499391,144,27
"Summer flounder","MAB","F",2012,100.532568448495,119,27
"Summer flounder","MAB","F",2013,98.3134000770581,128,27
"Summer flounder","MAB","F",2014,99.6957973488404,114,27
"Summer flounder","MAB","F",2015,99.5776686849399,93,27
"Summer flounder","MAB","F",2016,99.8886685809658,93,27
"Summer flounder","MAB","F",2017,97.8987709046142,4,27
"Summer flounder","MAB","F",2018,100.268014426636,101,27
"Summer flounder","MAB","M",1992,99.6125072522538,99,26
"Summer flounder","MAB","M",1993,100.830628524661,71,26
"Summer flounder","MAB","M",1994,101.573337000015,66,26
"Summer flounder","MAB","M",1995,100.515866193613,74,26
"Summer flounder","MAB","M",1996,100.184304456139,79,26
"Summer flounder","MAB","M",1997,102.147142731435,163,26
"Summer flounder","MAB","M",1998,100.110499581465,173,26
"Summer flounder","MAB","M",1999,100.241247495597,135,26
"Summer flounder","MAB","M",2000,101.716723642344,112,26
"Summer flounder","MAB","M",2001,99.423566285794,107,26
"Summer flounder","MAB","M",2002,99.1893444438492,101,26
"Summer flounder","MAB","M",2003,100.59284025576,85,26
"Summer flounder","MAB","M",2004,99.395050800662,119,26
"Summer flounder","MAB","M",2005,99.5523213071274,113,26
"Summer flounder","MAB","M",2006,100.151186351805,107,26
"Summer flounder","MAB","M",2007,98.7081449340402,105,26
"Summer flounder","MAB","M",2008,99.7999712909149,360,26
"Summer flounder","MAB","M",2009,99.359532583755,379,26
"Summer flounder","MAB","M",2010,99.4397634907319,280,26
"Summer flounder","MAB","M",2011,99.1738171342307,181,26
"Summer flounder","MAB","M",2012,99.5280950007513,165,26
"Summer flounder","MAB","M",2013,99.4309608773474,205,26
"Summer flounder","MAB","M",2014,99.4130551530344,230,26
"Summer flounder","MAB","M",2015,99.2428214749844,183,26
"Summer flounder","MAB","M",2016,100.02414414053,149,26
"Summer flounder","MAB","M",2018,100.391290926119,125,26
