"Time","stock_id","Value","Var","Units","Pattern_check"
1983,"little_skate_both",64.4923,"cumulative intensity","degrees C","Little skate both"
1984,"little_skate_both",42.0488,"cumulative intensity","degrees C","Little skate both"
1985,"little_skate_both",10.7539,"cumulative intensity","degrees C","Little skate both"
1990,"little_skate_both",72.5376,"cumulative intensity","degrees C","Little skate both"
1991,"little_skate_both",34.4642,"cumulative intensity","degrees C","Little skate both"
1994,"little_skate_both",58.7908,"cumulative intensity","degrees C","Little skate both"
1995,"little_skate_both",5.859,"cumulative intensity","degrees C","Little skate both"
1999,"little_skate_both",73.2405,"cumulative intensity","degrees C","Little skate both"
2000,"little_skate_both",76.1292,"cumulative intensity","degrees C","Little skate both"
2001,"little_skate_both",45.922,"cumulative intensity","degrees C","Little skate both"
2002,"little_skate_both",148.9351,"cumulative intensity","degrees C","Little skate both"
2003,"little_skate_both",11.6268,"cumulative intensity","degrees C","Little skate both"
2005,"little_skate_both",33.189,"cumulative intensity","degrees C","Little skate both"
2006,"little_skate_both",112.1749,"cumulative intensity","degrees C","Little skate both"
2007,"little_skate_both",14.8346,"cumulative intensity","degrees C","Little skate both"
2008,"little_skate_both",28.482,"cumulative intensity","degrees C","Little skate both"
2009,"little_skate_both",74.1449,"cumulative intensity","degrees C","Little skate both"
2010,"little_skate_both",164.3622,"cumulative intensity","degrees C","Little skate both"
2011,"little_skate_both",469.4354,"cumulative intensity","degrees C","Little skate both"
2012,"little_skate_both",351.3656,"cumulative intensity","degrees C","Little skate both"
2013,"little_skate_both",193.8213,"cumulative intensity","degrees C","Little skate both"
2014,"little_skate_both",148.611,"cumulative intensity","degrees C","Little skate both"
2015,"little_skate_both",343.0901,"cumulative intensity","degrees C","Little skate both"
2016,"little_skate_both",344.0496,"cumulative intensity","degrees C","Little skate both"
2017,"little_skate_both",220.8986,"cumulative intensity","degrees C","Little skate both"
2018,"little_skate_both",240.6088,"cumulative intensity","degrees C","Little skate both"
2019,"little_skate_both",132.5418,"cumulative intensity","degrees C","Little skate both"
2020,"little_skate_both",378.1582,"cumulative intensity","degrees C","Little skate both"
1983,"little_skate_both",1.7213,"maximum intensity","degrees C","Little skate both"
1983,"little_skate_both",1.5706,"maximum intensity","degrees C","Little skate both"
1984,"little_skate_both",1.423,"maximum intensity","degrees C","Little skate both"
1984,"little_skate_both",1.7997,"maximum intensity","degrees C","Little skate both"
1984,"little_skate_both",1.8519,"maximum intensity","degrees C","Little skate both"
1984,"little_skate_both",1.7843,"maximum intensity","degrees C","Little skate both"
1985,"little_skate_both",1.4954,"maximum intensity","degrees C","Little skate both"
1990,"little_skate_both",1.7168,"maximum intensity","degrees C","Little skate both"
1990,"little_skate_both",1.8411,"maximum intensity","degrees C","Little skate both"
1990,"little_skate_both",1.9939,"maximum intensity","degrees C","Little skate both"
1990,"little_skate_both",2.0729,"maximum intensity","degrees C","Little skate both"
1991,"little_skate_both",1.5628,"maximum intensity","degrees C","Little skate both"
1991,"little_skate_both",2.5778,"maximum intensity","degrees C","Little skate both"
1994,"little_skate_both",2.1373,"maximum intensity","degrees C","Little skate both"
1994,"little_skate_both",2.137,"maximum intensity","degrees C","Little skate both"
1995,"little_skate_both",1.2734,"maximum intensity","degrees C","Little skate both"
1999,"little_skate_both",1.8589,"maximum intensity","degrees C","Little skate both"
1999,"little_skate_both",1.5008,"maximum intensity","degrees C","Little skate both"
1999,"little_skate_both",2.3678,"maximum intensity","degrees C","Little skate both"
1999,"little_skate_both",1.4457,"maximum intensity","degrees C","Little skate both"
1999,"little_skate_both",1.7285,"maximum intensity","degrees C","Little skate both"
2000,"little_skate_both",1.5639,"maximum intensity","degrees C","Little skate both"
2000,"little_skate_both",1.7065,"maximum intensity","degrees C","Little skate both"
2000,"little_skate_both",2.0918,"maximum intensity","degrees C","Little skate both"
2001,"little_skate_both",1.9257,"maximum intensity","degrees C","Little skate both"
2001,"little_skate_both",2.2539,"maximum intensity","degrees C","Little skate both"
2001,"little_skate_both",1.6724,"maximum intensity","degrees C","Little skate both"
2002,"little_skate_both",2.0846,"maximum intensity","degrees C","Little skate both"
2002,"little_skate_both",1.4434,"maximum intensity","degrees C","Little skate both"
2002,"little_skate_both",2.3204,"maximum intensity","degrees C","Little skate both"
2002,"little_skate_both",2.1969,"maximum intensity","degrees C","Little skate both"
2002,"little_skate_both",1.5034,"maximum intensity","degrees C","Little skate both"
2003,"little_skate_both",1.7969,"maximum intensity","degrees C","Little skate both"
2005,"little_skate_both",1.6366,"maximum intensity","degrees C","Little skate both"
