"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Little skate","GB","F",1992,102.405850434887,78,27
"Little skate","GB","F",1993,102.095920034497,79,27
"Little skate","GB","F",1994,106.530837671761,69,27
"Little skate","GB","F",1995,101.8553381651,104,27
"Little skate","GB","F",1996,103.909552061664,93,27
"Little skate","GB","F",1997,102.366742871089,105,27
"Little skate","GB","F",1998,98.6802842854019,140,27
"Little skate","GB","F",1999,102.697860754845,57,27
"Little skate","GB","F",2000,97.9696853475471,114,27
"Little skate","GB","F",2001,96.6071460210065,100,27
"Little skate","GB","F",2002,98.1492933881229,68,27
"Little skate","GB","F",2003,99.7377998698787,62,27
"Little skate","GB","F",2004,95.5664760286755,37,27
"Little skate","GB","F",2005,98.5992240835777,36,27
"Little skate","GB","F",2006,100.886140409889,69,27
"Little skate","GB","F",2007,101.420380631701,44,27
"Little skate","GB","F",2008,101.377937034215,45,27
"Little skate","GB","F",2009,98.1027933994638,76,27
"Little skate","GB","F",2010,95.7278619607302,85,27
"Little skate","GB","F",2011,96.0386005403566,99,27
"Little skate","GB","F",2012,99.2117898144331,54,27
"Little skate","GB","F",2013,101.361646893856,41,27
"Little skate","GB","F",2014,101.655781467498,53,27
"Little skate","GB","F",2015,101.99856406635,58,27
"Little skate","GB","F",2016,99.3608213739218,59,27
"Little skate","GB","F",2017,98.3803717222039,30,27
"Little skate","GB","F",2018,102.087462034014,46,27
"Little skate","GB","M",1992,102.743679755651,78,27
"Little skate","GB","M",1993,100.899352215584,81,27
"Little skate","GB","M",1994,102.914943358708,89,27
"Little skate","GB","M",1995,101.008614224719,119,27
"Little skate","GB","M",1996,103.379761778434,59,27
"Little skate","GB","M",1997,103.409655325713,72,27
"Little skate","GB","M",1998,100.407506578998,110,27
"Little skate","GB","M",1999,100.28123221974,53,27
"Little skate","GB","M",2000,101.728671133461,87,27
"Little skate","GB","M",2001,98.4114783605403,94,27
"Little skate","GB","M",2002,96.359527839157,60,27
"Little skate","GB","M",2003,102.643087205305,58,27
"Little skate","GB","M",2004,99.2167458808475,46,27
"Little skate","GB","M",2005,100.493896617892,32,27
"Little skate","GB","M",2006,100.872334035102,59,27
"Little skate","GB","M",2007,98.5284312362254,60,27
"Little skate","GB","M",2008,105.302807623623,41,27
"Little skate","GB","M",2009,98.5929389843919,115,27
"Little skate","GB","M",2010,96.536049035348,95,27
"Little skate","GB","M",2011,96.1003808281477,90,27
"Little skate","GB","M",2012,100.766931078476,62,27
"Little skate","GB","M",2013,103.165454911929,67,27
"Little skate","GB","M",2014,104.118682461661,63,27
"Little skate","GB","M",2015,103.906373135436,42,27
"Little skate","GB","M",2016,101.569379936814,56,27
"Little skate","GB","M",2017,101.5394438037,51,27
"Little skate","GB","M",2018,98.5138048842616,52,27
"Little skate","GOM","M",1992,101.202483207685,5,21
"Little skate","GOM","M",1993,108.149637866516,3,21
"Little skate","GOM","M",1994,98.3445454813936,7,21
"Little skate","GOM","M",1995,94.8482194396451,14,21
"Little skate","GOM","M",1996,104.1915241348,3,21
"Little skate","GOM","M",1997,103.898993785143,11,21
"Little skate","GOM","M",2001,95.058920048958,12,21
"Little skate","GOM","M",2002,102.068300098899,5,21
"Little skate","GOM","M",2003,106.195114056305,3,21
"Little skate","GOM","M",2004,92.4207347914495,3,21
"Little skate","GOM","M",2005,98.1546200088384,3,21
"Little skate","GOM","M",2008,102.787258547518,4,21
"Little skate","GOM","M",2009,96.1025305724497,3,21
"Little skate","GOM","M",2010,107.292556636398,6,21
"Little skate","GOM","M",2011,100.625209674397,13,21
"Little skate","GOM","M",2012,98.434415870126,19,21
"Little skate","GOM","M",2013,101.124442402059,11,21
"Little skate","GOM","M",2014,93.5624885192747,8,21
"Little skate","GOM","M",2015,102.479081592031,7,21
"Little skate","GOM","M",2016,99.3062994053522,8,21
"Little skate","GOM","M",2018,98.2353319558123,5,21
"Little skate","MAB","F",1992,98.0362321949156,113,26
"Little skate","MAB","F",1993,100.443518667221,69,26
"Little skate","MAB","F",1994,102.349290481783,103,26
"Little skate","MAB","F",1995,99.4732957622022,113,26
"Little skate","MAB","F",1996,99.2724344946461,97,26
"Little skate","MAB","F",1997,99.5047588215743,41,26
"Little skate","MAB","F",1998,99.9283414299978,98,26
"Little skate","MAB","F",1999,104.110720495918,84,26
"Little skate","MAB","F",2000,99.3555347890603,71,26
"Little skate","MAB","F",2001,96.2166313142899,90,26
"Little skate","MAB","F",2002,96.9568166166948,69,26
"Little skate","MAB","F",2003,99.3867077829116,119,26
"Little skate","MAB","F",2004,97.5194131458155,23,26
"Little skate","MAB","F",2005,98.5740377942629,71,26
"Little skate","MAB","F",2006,100.270043498894,56,26
"Little skate","MAB","F",2007,96.5707214692939,35,26
"Little skate","MAB","F",2008,96.2021261938095,33,26
"Little skate","MAB","F",2009,100.026264758864,105,26
"Little skate","MAB","F",2010,100.653032445773,90,26
"Little skate","MAB","F",2011,101.757401355053,110,26
"Little skate","MAB","F",2012,98.6199419528828,57,26
"Little skate","MAB","F",2013,98.7450323346529,66,26
"Little skate","MAB","F",2014,98.2697980812717,70,26
"Little skate","MAB","F",2015,101.716972251469,69,26
"Little skate","MAB","F",2016,103.899207593645,72,26
"Little skate","MAB","F",2018,103.329870134239,59,26
"Little skate","MAB","M",1992,98.6516297138345,93,26
"Little skate","MAB","M",1993,105.495656814503,70,26
"Little skate","MAB","M",1994,101.561183811885,67,26
"Little skate","MAB","M",1995,99.6613550929606,64,26
"Little skate","MAB","M",1996,97.8381632886971,90,26
"Little skate","MAB","M",1997,97.372407820084,44,26
"Little skate","MAB","M",1998,103.671819024949,93,26
"Little skate","MAB","M",1999,101.886320007761,69,26
"Little skate","MAB","M",2000,101.482929917505,68,26
"Little skate","MAB","M",2001,97.9219870120832,42,26
"Little skate","MAB","M",2002,99.3828805750907,58,26
"Little skate","MAB","M",2003,103.215920685999,76,26
"Little skate","MAB","M",2004,95.1183644791914,15,26
"Little skate","MAB","M",2005,100.526608421028,67,26
"Little skate","MAB","M",2006,100.6342307541,48,26
"Little skate","MAB","M",2007,96.5934987572665,40,26
"Little skate","MAB","M",2008,96.9810900829303,42,26
"Little skate","MAB","M",2009,100.83373405083,72,26
"Little skate","MAB","M",2010,101.493943278246,69,26
"Little skate","MAB","M",2011,100.587205865426,105,26
"Little skate","MAB","M",2012,96.6324744455704,41,26
"Little skate","MAB","M",2013,99.7725471630668,56,26
"Little skate","MAB","M",2014,104.131763178823,39,26
"Little skate","MAB","M",2015,100.688853217099,39,26
"Little skate","MAB","M",2016,103.279076044197,32,26
"Little skate","MAB","M",2018,100.235272179348,42,26
"Little skate","SS","F",1992,103.630256209257,11,25
"Little skate","SS","F",1993,96.0687774432134,23,25
"Little skate","SS","F",1994,113.568660940101,4,25
"Little skate","SS","F",1995,101.39416597624,4,25
"Little skate","SS","F",1996,100.983876975858,15,25
"Little skate","SS","F",1997,114.87900005881,3,25
"Little skate","SS","F",1998,96.0443055163631,12,25
"Little skate","SS","F",1999,114.968856143797,3,25
"Little skate","SS","F",2000,98.1936127981375,9,25
"Little skate","SS","F",2001,102.349130630063,4,25
"Little skate","SS","F",2002,91.013607661833,6,25
"Little skate","SS","F",2003,92.5052686737437,5,25
"Little skate","SS","F",2004,103.96832514896,10,25
"Little skate","SS","F",2005,101.408592956788,4,25
