"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Little skate","SS","F",2006,84.3303900898041,4,25
"Little skate","SS","F",2007,109.724302584021,10,25
"Little skate","SS","F",2008,111.001986149076,6,25
"Little skate","SS","F",2010,102.071944923935,9,25
"Little skate","SS","F",2011,100.436929424718,8,25
"Little skate","SS","F",2013,107.310465484975,5,25
"Little skate","SS","F",2014,116.040056680699,3,25
"Little skate","SS","F",2015,98.9395170325795,5,25
"Little skate","SS","F",2016,103.965969687925,4,25
"Little skate","SS","F",2017,103.993604104506,5,25
"Little skate","SS","F",2018,92.0810306960887,6,25
