"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Winter skate","GB","F",1992,99.421607163148,112,27
"Winter skate","GB","F",1993,100.357902631591,89,27
"Winter skate","GB","F",1994,100.745910202865,104,27
"Winter skate","GB","F",1995,98.1403385191229,200,27
"Winter skate","GB","F",1996,100.516036847643,100,27
"Winter skate","GB","F",1997,99.0286696640642,91,27
"Winter skate","GB","F",1998,99.2854734673215,158,27
"Winter skate","GB","F",1999,101.52008229939,141,27
"Winter skate","GB","F",2000,99.7740489817938,110,27
"Winter skate","GB","F",2001,98.3838869953817,129,27
"Winter skate","GB","F",2002,100.530619056183,71,27
"Winter skate","GB","F",2003,99.0234415001302,71,27
"Winter skate","GB","F",2004,96.7747607746799,47,27
"Winter skate","GB","F",2005,98.198925555797,43,27
"Winter skate","GB","F",2006,101.856381615753,42,27
"Winter skate","GB","F",2007,102.877670838886,42,27
"Winter skate","GB","F",2008,103.186381657106,46,27
"Winter skate","GB","F",2009,99.0275973719798,33,27
"Winter skate","GB","F",2010,95.4253445469119,37,27
"Winter skate","GB","F",2011,97.8285002903012,26,27
"Winter skate","GB","F",2012,97.9536457841167,38,27
"Winter skate","GB","F",2013,102.114779795224,34,27
"Winter skate","GB","F",2014,102.089974703462,33,27
"Winter skate","GB","F",2015,101.895499368694,30,27
"Winter skate","GB","F",2016,100.433372731972,33,27
"Winter skate","GB","F",2017,100.018830638196,29,27
"Winter skate","GB","F",2018,96.493952437002,24,27
"Winter skate","GB","M",1992,97.4793249082902,103,27
"Winter skate","GB","M",1993,98.0952015913884,71,27
"Winter skate","GB","M",1994,101.140603951153,71,27
"Winter skate","GB","M",1995,99.5759064130723,124,27
"Winter skate","GB","M",1996,102.381479914469,92,27
"Winter skate","GB","M",1997,98.2183649244745,70,27
"Winter skate","GB","M",1998,99.507654170806,156,27
"Winter skate","GB","M",1999,99.370184373168,64,27
"Winter skate","GB","M",2000,99.2076093254387,74,27
"Winter skate","GB","M",2001,98.8839886520439,95,27
"Winter skate","GB","M",2002,98.9529602199294,44,27
"Winter skate","GB","M",2003,98.8707510796848,64,27
"Winter skate","GB","M",2004,98.43962521244,59,27
"Winter skate","GB","M",2005,100.119794734346,42,27
"Winter skate","GB","M",2006,101.883552781678,40,27
"Winter skate","GB","M",2007,101.950663813143,49,27
"Winter skate","GB","M",2008,102.846355927003,38,27
"Winter skate","GB","M",2009,99.4189469851479,43,27
"Winter skate","GB","M",2010,95.9431534955715,27,27
"Winter skate","GB","M",2011,96.6807915507666,33,27
"Winter skate","GB","M",2012,98.1516661946348,31,27
"Winter skate","GB","M",2013,99.6047465909931,38,27
"Winter skate","GB","M",2014,102.511403877853,25,27
"Winter skate","GB","M",2015,101.587720655672,37,27
"Winter skate","GB","M",2016,97.7088440652039,37,27
"Winter skate","GB","M",2017,98.0551192544296,32,27
"Winter skate","GB","M",2018,97.5225278426634,25,27
"Winter skate","MAB","F",1992,101.878387102098,6,25
"Winter skate","MAB","F",1993,99.4643018236075,8,25
"Winter skate","MAB","F",1994,95.6484634812663,5,25
"Winter skate","MAB","F",1995,101.624797971858,15,25
"Winter skate","MAB","F",1996,100.228218105968,18,25
"Winter skate","MAB","F",1997,97.043986175577,3,25
"Winter skate","MAB","F",1998,92.5519042452482,6,25
"Winter skate","MAB","F",1999,98.192705110982,9,25
"Winter skate","MAB","F",2000,97.0424585343675,8,25
"Winter skate","MAB","F",2001,93.9910375313259,15,25
"Winter skate","MAB","F",2002,99.0050315513374,5,25
"Winter skate","MAB","F",2003,102.654229783989,14,25
"Winter skate","MAB","F",2005,96.9408402405306,7,25
"Winter skate","MAB","F",2006,99.5942555699157,12,25
"Winter skate","MAB","F",2007,97.5751293781843,5,25
"Winter skate","MAB","F",2008,97.5249905468986,4,25
"Winter skate","MAB","F",2009,99.2096101671866,7,25
"Winter skate","MAB","F",2010,99.6353034461454,11,25
"Winter skate","MAB","F",2011,98.6625557109362,13,25
"Winter skate","MAB","F",2012,95.8266687193643,14,25
"Winter skate","MAB","F",2013,97.9156251552377,11,25
"Winter skate","MAB","F",2014,94.8046326844795,13,25
"Winter skate","MAB","F",2015,96.3773464292056,7,25
"Winter skate","MAB","F",2016,96.1467620721216,10,25
"Winter skate","MAB","F",2018,96.4238076971547,11,25
"Winter skate","MAB","M",1992,97.8208467580222,7,24
"Winter skate","MAB","M",1994,97.3814927216912,9,24
"Winter skate","MAB","M",1995,100.743816430551,13,24
"Winter skate","MAB","M",1996,98.0721265604832,7,24
"Winter skate","MAB","M",1997,96.5406608954096,13,24
"Winter skate","MAB","M",1998,101.091082403188,12,24
"Winter skate","MAB","M",1999,96.6355298238808,7,24
"Winter skate","MAB","M",2000,98.7732026842324,10,24
"Winter skate","MAB","M",2001,97.3165919287242,11,24
"Winter skate","MAB","M",2002,94.2319291744299,4,24
"Winter skate","MAB","M",2003,103.068812665921,9,24
"Winter skate","MAB","M",2005,99.9782338448323,14,24
"Winter skate","MAB","M",2006,94.4305757772638,11,24
"Winter skate","MAB","M",2007,92.9166506622632,3,24
"Winter skate","MAB","M",2008,94.5467828725839,3,24
"Winter skate","MAB","M",2009,101.926978077348,7,24
"Winter skate","MAB","M",2010,99.4905885628148,21,24
"Winter skate","MAB","M",2011,99.1010402978597,9,24
"Winter skate","MAB","M",2012,95.796945312009,6,24
"Winter skate","MAB","M",2013,98.5287294025838,17,24
"Winter skate","MAB","M",2014,96.0766516851468,8,24
"Winter skate","MAB","M",2015,96.2151528684407,9,24
"Winter skate","MAB","M",2016,99.4982948371569,7,24
"Winter skate","MAB","M",2018,93.407529268395,7,24
