"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"Haddock","GB","F",1992,104.31377647385,22,27
"Haddock","GB","F",1993,102.803772953959,23,27
"Haddock","GB","F",1994,98.6774126581635,9,27
"Haddock","GB","F",1995,103.582004792753,19,27
"Haddock","GB","F",1996,102.514475539448,48,27
"Haddock","GB","F",1997,100.988672512984,82,27
"Haddock","GB","F",1998,102.009519730566,92,27
"Haddock","GB","F",1999,102.557013972074,35,27
"Haddock","GB","F",2000,101.309174901981,42,27
"Haddock","GB","F",2001,100.604859759527,71,27
"Haddock","GB","F",2002,101.161178110975,67,27
"Haddock","GB","F",2003,100.809057962321,61,27
"Haddock","GB","F",2004,97.007633871571,80,27
"Haddock","GB","F",2005,98.1154943597751,88,27
"Haddock","GB","F",2006,99.8928693697689,119,27
"Haddock","GB","F",2007,100.185351361413,36,27
"Haddock","GB","F",2008,101.156647838051,111,27
"Haddock","GB","F",2009,99.8494647136391,158,27
"Haddock","GB","F",2010,97.831545464623,139,27
"Haddock","GB","F",2011,99.9267399069107,179,27
"Haddock","GB","F",2012,99.9953207275825,91,27
"Haddock","GB","F",2013,101.280632390312,165,27
"Haddock","GB","F",2014,100.195308943856,195,27
"Haddock","GB","F",2015,102.037132298198,110,27
"Haddock","GB","F",2016,99.3572740305375,142,27
"Haddock","GB","F",2017,101.186950810551,46,27
"Haddock","GB","F",2018,98.7249327598709,52,27
"Haddock","GB","M",1992,102.765351516283,15,27
"Haddock","GB","M",1993,102.801304597361,27,27
"Haddock","GB","M",1994,99.455090713753,12,27
"Haddock","GB","M",1995,103.840724025008,23,27
"Haddock","GB","M",1996,103.173773319198,64,27
"Haddock","GB","M",1997,103.433454500131,84,27
"Haddock","GB","M",1998,102.147558820167,111,27
"Haddock","GB","M",1999,103.260373939123,35,27
"Haddock","GB","M",2000,104.271453474455,38,27
"Haddock","GB","M",2001,99.465332929087,58,27
"Haddock","GB","M",2002,100.905002618263,76,27
"Haddock","GB","M",2003,100.935913380598,56,27
"Haddock","GB","M",2004,97.1987225151967,81,27
"Haddock","GB","M",2005,98.0884765646105,98,27
"Haddock","GB","M",2006,99.4175834792448,105,27
"Haddock","GB","M",2007,102.29459851486,47,27
"Haddock","GB","M",2008,101.680838908308,78,27
"Haddock","GB","M",2009,100.644179592772,130,27
"Haddock","GB","M",2010,98.0489903009566,135,27
"Haddock","GB","M",2011,100.586333355682,146,27
"Haddock","GB","M",2012,99.192404861002,73,27
"Haddock","GB","M",2013,101.547160273272,118,27
"Haddock","GB","M",2014,101.442886816833,155,27
"Haddock","GB","M",2015,102.339382378842,112,27
"Haddock","GB","M",2016,100.376014111072,161,27
"Haddock","GB","M",2017,100.574595648802,62,27
"Haddock","GB","M",2018,100.318657290915,73,27
"Haddock","GOM","F",1993,104.081361626714,8,26
"Haddock","GOM","F",1994,100.477130875404,3,26
"Haddock","GOM","F",1995,99.2695054765249,24,26
"Haddock","GOM","F",1996,100.906098719173,45,26
"Haddock","GOM","F",1997,101.11660358479,67,26
"Haddock","GOM","F",1998,98.3278700540128,33,26
"Haddock","GOM","F",1999,101.797979328507,76,26
"Haddock","GOM","F",2000,104.063191878738,65,26
"Haddock","GOM","F",2001,99.4288387472512,124,26
"Haddock","GOM","F",2002,99.4042824689363,53,26
"Haddock","GOM","F",2003,100.437938837651,48,26
"Haddock","GOM","F",2004,97.9686765530596,123,26
"Haddock","GOM","F",2005,98.9712300425507,123,26
"Haddock","GOM","F",2006,98.8347481470494,149,26
"Haddock","GOM","F",2007,100.061500874002,98,26
"Haddock","GOM","F",2008,101.080321825983,111,26
"Haddock","GOM","F",2009,102.522775339538,42,26
"Haddock","GOM","F",2010,100.546141622621,85,26
"Haddock","GOM","F",2011,101.798899848138,118,26
"Haddock","GOM","F",2012,101.091134484142,102,26
"Haddock","GOM","F",2013,101.406132795111,150,26
"Haddock","GOM","F",2014,102.509326553681,257,26
"Haddock","GOM","F",2015,101.748440167239,482,26
"Haddock","GOM","F",2016,101.754361908385,330,26
"Haddock","GOM","F",2017,102.070110039389,211,26
"Haddock","GOM","F",2018,102.693508124391,301,26
"Haddock","GOM","M",1993,103.586260662838,9,26
"Haddock","GOM","M",1994,97.0489725356666,10,26
"Haddock","GOM","M",1995,100.957895131282,14,26
"Haddock","GOM","M",1996,104.417970123502,45,26
"Haddock","GOM","M",1997,105.278089390065,48,26
"Haddock","GOM","M",1998,101.054451264691,36,26
"Haddock","GOM","M",1999,103.160331484965,81,26
"Haddock","GOM","M",2000,103.162924831154,41,26
"Haddock","GOM","M",2001,99.5238701335697,70,26
"Haddock","GOM","M",2002,98.3588716440039,42,26
"Haddock","GOM","M",2003,101.239238861071,46,26
"Haddock","GOM","M",2004,98.6511884077277,83,26
"Haddock","GOM","M",2005,99.5342045103233,82,26
"Haddock","GOM","M",2006,101.223517068134,91,26
"Haddock","GOM","M",2007,100.401017538453,76,26
"Haddock","GOM","M",2008,100.904240710989,50,26
"Haddock","GOM","M",2009,101.0482150002,43,26
"Haddock","GOM","M",2010,101.69217263871,59,26
"Haddock","GOM","M",2011,101.195484866813,88,26
"Haddock","GOM","M",2012,100.597964353784,69,26
"Haddock","GOM","M",2013,102.378878286938,124,26
"Haddock","GOM","M",2014,102.000486105829,176,26
"Haddock","GOM","M",2015,102.323270703491,284,26
"Haddock","GOM","M",2016,101.775358147235,241,26
"Haddock","GOM","M",2017,101.406304284099,118,26
"Haddock","GOM","M",2018,102.552279172675,122,26
"Haddock","SS","F",1992,101.555271566188,75,27
"Haddock","SS","F",1993,102.117102579518,54,27
"Haddock","SS","F",1994,101.892701452106,97,27
"Haddock","SS","F",1995,99.259640822792,123,27
"Haddock","SS","F",1996,100.887301645585,95,27
"Haddock","SS","F",1997,101.542103969797,74,27
"Haddock","SS","F",1998,101.89545448793,83,27
"Haddock","SS","F",1999,103.455059581274,84,27
"Haddock","SS","F",2000,99.9618959438454,125,27
"Haddock","SS","F",2001,98.6653933029911,103,27
"Haddock","SS","F",2002,98.2543536485071,130,27
"Haddock","SS","F",2003,99.0081082049093,95,27
"Haddock","SS","F",2004,98.7380910543643,113,27
"Haddock","SS","F",2005,98.2951951245253,171,27
"Haddock","SS","F",2006,98.3192587990593,124,27
"Haddock","SS","F",2007,99.4400109450045,175,27
"Haddock","SS","F",2008,103.038962584189,156,27
"Haddock","SS","F",2009,102.173515015873,103,27
"Haddock","SS","F",2010,99.0954437641805,117,27
"Haddock","SS","F",2011,99.044519168213,167,27
"Haddock","SS","F",2012,102.107127950069,122,27
"Haddock","SS","F",2013,102.696827660932,141,27
"Haddock","SS","F",2014,101.382673024422,192,27
"Haddock","SS","F",2015,102.212396619029,263,27
"Haddock","SS","F",2016,100.932485728179,204,27
"Haddock","SS","F",2017,100.014861249372,83,27
"Haddock","SS","F",2018,100.027368914325,51,27
"Haddock","SS","M",1992,102.261773345723,58,27
"Haddock","SS","M",1993,104.638662997783,49,27
"Haddock","SS","M",1994,102.105056731088,83,27
"Haddock","SS","M",1995,99.0196568300173,123,27
"Haddock","SS","M",1996,100.69328628665,84,27
"Haddock","SS","M",1997,102.594463135768,63,27
"Haddock","SS","M",1998,102.20138960369,80,27
"Haddock","SS","M",1999,104.303601238821,83,27
"Haddock","SS","M",2000,100.014969768552,102,27
"Haddock","SS","M",2001,100.913738665639,97,27
"Haddock","SS","M",2002,99.975993759277,112,27
"Haddock","SS","M",2003,100.253178158534,90,27
"Haddock","SS","M",2004,100.819991250257,132,27
"Haddock","SS","M",2005,98.803840409115,137,27
"Haddock","SS","M",2006,99.6588232058946,127,27
"Haddock","SS","M",2007,100.968067686319,143,27
"Haddock","SS","M",2008,103.556115786039,91,27
"Haddock","SS","M",2009,101.107574209735,43,27
"Haddock","SS","M",2010,99.8405692074857,116,27
"Haddock","SS","M",2011,100.183187658506,118,27
"Haddock","SS","M",2012,101.732236467035,142,27
"Haddock","SS","M",2013,102.952535156347,109,27
"Haddock","SS","M",2014,101.222610008391,147,27
"Haddock","SS","M",2015,102.475784379578,137,27
"Haddock","SS","M",2016,101.968122444915,109,27
"Haddock","SS","M",2017,101.67029573976,62,27
"Haddock","SS","M",2018,102.407852953329,44,27
